Scene ID,Scene Start,Scene End,Valence,Arousal,Dominance,Audio Energy,Spectral Centroid,mfcc1,mfcc2,mfcc3,mfcc4
sc317,6627,6633,6.05777777777778,4.44555555555556,5.86111111111111,0.142360028323819,1988.49449292402,-106.987252279276,124.699781637347,-51.4939586979505,32.4638676442153
sc318,6629,6635,5.39666666666667,4.405,5.355,0.122998217739753,2027.14340649148,-111.685752331026,126.272653530333,-76.1249162343856,37.7607962847952
sc319,6632,6638,6.0675,3.94,6.4325,0.098102167410248,2154.75953840985,-112.231236030084,113.291788942053,-76.2250888467518,35.2679274759087
sc320,6634,6640,5,4,6,0.107039183873357,2087.04106314316,-105.03833623857,115.712947588165,-80.4302401756413,31.1907643377153
sc321,6637,6643,5.54666666666667,5.02333333333333,5.89333333333333,0.130847695508291,2357.01452330086,-81.6540847512942,100.053413512596,-59.9442816335945,51.901014548204
sc322,6639,6645,5.85,5.164,5.722,0.233469316193639,2165.43037372154,-38.1242742262067,111.715103376903,-49.2857868248514,54.5942021965114
sc323,6642,6648,5.965,4.755,5.5625,0.299441710089562,1863.29866869449,-9.42970131793782,126.50708570033,-32.0126941963388,44.9149345038984
sc324,6644,6650,5.8525,4.6775,5.585,0.316308718933121,1907.31764954766,-26.5158726933547,120.619349304176,-6.75270100505288,31.7870528418221
sc325,6647,6653,4.51,4.72833333333333,4.99833333333333,0.196327942846435,2226.22488239345,-88.5007437495907,95.3563643289754,10.0762588120655,38.3838106661423
sc326,6649,6655,5.96666666666667,4.35,5.37333333333333,0.171763940975666,2039.24695764813,-103.060124012302,107.584535660536,-13.9286185813829,31.9271805551339
sc328,6654,6660,5.37833333333333,4.54277777777778,5.18888888888889,0.236059449452348,1826.32812929242,-54.3989737717297,136.024499494946,-45.2716513084725,36.9517015033622
sc329,6657,6663,3.83,6.435,4.475,0.18622099356208,2036.2779441646,-95.8892641856451,118.9695046004,-30.5865837358249,49.3925514316691
sc330,6666,6684,5.22896551724138,4.20655172413793,5.34448275862069,0.069885372431252,1527.94266419171,-269.946636175158,131.836708101734,-6.89690827182537,37.1010533388637
