"Scene Start","Scene End","Valence","Arousal","Dominance","Vader neg","Vader neu","Vader pos","Vader compound","Audio Level"
"25.0","85.0","5.938888888888889","4.057777777777778","5.553888888888888","0.084","0.916","0.0","-0.5106","silent"
"100.0","243.0","5.505903614457831","3.8950602409638564","5.653253012048193","0.026","0.915","0.059","0.7269","medium"
"244.0","389.0","5.524877049180327","3.9377049180327868","5.526844262295082","0.031","0.876","0.093","0.9941","silent"
"391.0","400.0","5.7829999999999995","3.8099999999999996","5.4955","0.0","0.948","0.052","0.6705","medium"
"402.0","440.0","5.454485981308412","4.218411214953272","5.590186915887849","0.101","0.805","0.093","-0.6036","silent"
"444.0","450.0","5.245555555555556","4.04111111111111","4.911111111111111","0.069","0.931","0.0","-0.3818","medium"
"451.0","470.0","5.570172413793103","3.9846551724137935","5.585","0.073","0.851","0.076","0.1635","silent"
"471.0","480.0","5.746944444444444","3.8505555555555557","5.478055555555555","0.0","1.0","0.0","0.0","silent"
"540.0","588.0","5.1974193548387095","4.016774193548387","5.429838709677419","0.067","0.875","0.058","-0.4841","silent"
"590.0","595.0","5.941666666666666","3.633333333333333","5.510000000000001","0.051","0.949","0.0","-0.0772","medium"
"596.0","608.0","5.5823809523809516","3.9733333333333327","5.470000000000001","0.082","0.918","0.0","-0.6973","silent"
"632.0","670.0","5.975862068965518","4.18551724137931","5.729310344827588","0.045","0.715","0.24","0.9694","medium"
"671.0","720.0","6.050666666666668","3.7866666666666666","5.720666666666667","0.0","0.901","0.099","0.7003","silent"
"721.0","743.0","5.049473684210526","3.880000000000001","5.117894736842106","0.078","0.908","0.014","-0.7096","silent"
"745.0","859.0","5.455696202531646","3.9744303797468357","5.495063291139241","0.025","0.893","0.082","0.966","silent"
"860.0","892.0","5.382666666666667","3.623333333333334","5.170000000000001","0.025","0.975","0.0","-0.2263","silent"
"893.0","1050.0","5.2453594771241825","4.2324183006535945","5.242287581699346","0.111","0.842","0.047","-0.9871","silent"
"1051.0","1100.0","5.756666666666667","3.762499999999999","5.683333333333334","0.081","0.88","0.038","-0.5204","silent"
"1101.0","1112.0","4.957777777777778","4.195","5.330555555555555","0.086","0.914","0.0","-0.7096","silent"
"1113.0","1130.0","5.674","4.084","5.626","0.0","0.943","0.057","0.128","silent"
"1185.0","1214.0","5.249019607843138","4.18921568627451","5.369607843137255","0.125","0.827","0.048","-0.9533","silent"
"1225.0","1325.0","5.336016949152544","4.088983050847458","5.392118644067797","0.123","0.851","0.026","-0.9916","silent"
"1326.0","1360.0","5.295238095238095","4.314285714285715","5.454285714285714","0.054","0.862","0.084","0.5052","silent"
"1361.0","1380.0","4.939090909090909","4.269090909090909","5.4845454545454535","0.158","0.775","0.067","-0.6523","silent"
"1400.0","1410.0","5.227777777777778","4.1594444444444445","5.348888888888889","0.068","0.864","0.068","-0.0085","silent"
"1415.0","1433.0","5.673076923076923","4.014615384615385","5.512692307692307","0.046","0.893","0.06","0.1531","medium"
"1435.0","1460.0","5.353225806451612","4.111935483870968","5.604516129032258","0.018","0.931","0.052","0.5719","medium"
"1461.0","1470.0","5.3564","4.1048","5.6644","0.017","0.983","0.0","-0.1531","loud"
"1471.0","1475.0","4.91125","4.391249999999999","5.05625","0.0","1.0","0.0","0.0","loud"
"1476.0","1485.0","5.346296296296296","4.216296296296297","5.118148148148148","0.098","0.902","0.0","-0.8074","loud"
"1525.0","1545.0","5.01","4.4031034482758615","5.193103448275862","0.206","0.794","0.0","-0.9747","loud"
"1583.0","1605.0","5.254303797468354","4.2530379746835445","5.13493670886076","0.158","0.821","0.02","-0.9902","loud"
"1606.0","1645.0","5.343148148148147","4.403333333333333","5.420000000000001","0.1","0.876","0.024","-0.9436","loud"
"1646.0","1671.0","5.142173913043478","4.171739130434782","5.274239130434782","0.097","0.89","0.013","-0.9771","medium"
"1685.0","1714.0","5.483970588235294","4.139411764705883","5.432058823529412","0.071","0.874","0.054","-0.6408","silent"
"1720.0","1740.0","5.09111111111111","4.262037037037038","5.087222222222222","0.117","0.847","0.036","-0.9612","silent"
"1742.0","1835.0","5.408512396694215","4.166859504132232","5.513471074380165","0.13","0.827","0.043","-0.9935","silent"
"1840.0","1864.0","5.5998","3.8298","5.4676","0.053","0.9","0.047","-0.5151","silent"
"1871.0","1895.0","5.4277083333333325","3.9656250000000006","5.363958333333334","0.094","0.893","0.013","-0.9371","silent"
"1896.0","1904.0","4.05","5.55","4.85","0.0","1.0","0.0","0.0","silent"
"1905.0","1955.0","5.376727272727273","4.046181818181818","5.408363636363636","0.064","0.889","0.047","-0.3595","silent"
"2025.0","2093.0","5.612499999999999","4.1310714285714285","5.315714285714286","0.124","0.829","0.047","-0.6808","silent"
"2094.0","2128.0","5.872916666666666","3.9345833333333338","5.46375","0.085","0.915","0.0","-0.8091","silent"
"2190.0","2228.0","5.6049999999999995","4.009473684210526","5.561052631578947","0.146","0.772","0.082","-0.7551","silent"
"2229.0","2268.0","5.273958333333333","4.014375","5.518541666666667","0.13","0.829","0.041","-0.9687","silent"
"2270.0","2295.0","5.457118644067797","4.002203389830508","5.569830508474575","0.085","0.892","0.023","-0.908","silent"
"2296.0","2302.0","6.053333333333334","3.5933333333333337","5.95","0.091","0.909","0.0","-0.296","silent"
"2305.0","2350.0","5.453333333333334","3.8196296296296293","5.251481481481482","0.073","0.898","0.029","-0.7178","silent"
"2355.0","2400.0","5.003333333333333","3.965833333333333","4.9825","0.114","0.886","0.0","-0.7236","silent"
"2411.0","2435.0","5.009090909090909","3.9899999999999993","5.405454545454545","0.073","0.911","0.016","-0.7351","silent"
"2436.0","2445.0","5.107857142857142","3.7757142857142854","5.247142857142856","0.135","0.838","0.027","-0.7003","silent"
"2446.0","2460.0","5.719166666666667","3.7958333333333325","5.545000000000001","0.033","0.904","0.063","0.3612","silent"
"2461.0","2464.0","4.8965","4.734","5.210999999999999","0.182","0.804","0.014","-0.9567","silent"
"2465.0","2470.0","4.873333333333334","4.61","4.3933333333333335","0.154","0.846","0.0","-0.4767","silent"
"2471.0","2475.0","5.644166666666667","4.589166666666666","5.4558333333333335","0.066","0.862","0.072","0.09","silent"
"2476.0","2478.0","5.6000000000000005","3.8866666666666663","5.304444444444445","0.0","1.0","0.0","0.0","medium"
"2479.0","2490.0","4.954615384615384","3.618461538461539","5.176923076923078","0.132","0.789","0.079","-0.2732","silent"
"2491.0","2520.0","5.190476190476191","4.106666666666667","5.423809523809523","0.113","0.82","0.068","-0.3941","silent"
"2521.0","2525.0","5.589","4.643000000000001","5.063","0.167","0.74","0.093","-0.4881","medium"
"2526.0","2536.0","5.017692307692308","4.430000000000001","4.980769230769231","0.147","0.853","0.0","-0.6369","silent"
"2537.0","2580.0","5.145925925925926","4.351111111111112","5.114074074074074","0.172","0.818","0.01","-0.9545","silent"
"2587.0","2605.0","5.055882352941176","4.115882352941177","4.930588235294117","0.075","0.891","0.034","-0.3818","silent"
"2615.0","2634.0","5.019090909090909","4.420909090909091","5.18","0.254","0.746","0.0","-0.9179","silent"
"2635.0","2793.0","5.542394366197183","3.9836619718309847","5.405633802816901","0.113","0.853","0.033","-0.9762","silent"
"2793.0","2830.0","5.364857142857143","4.4005714285714275","5.277428571428572","0.077","0.811","0.112","0.5672","silent"
"2831.0","2858.0","5.669666666666667","4.445666666666667","5.588333333333334","0.172","0.713","0.115","-0.799","medium"
"2859.0","2862.0","6.3725000000000005","3.7849999999999997","5.615","0.201","0.625","0.174","-0.1027","medium"
"2863.0","2910.0","4.961600000000001","4.597600000000001","5.0748","0.246","0.731","0.023","-0.9722","loud"
"2911.0","3038.0","5.122","4.273478260869565","5.29104347826087","0.129","0.832","0.039","-0.9922","silent"
"3039.0","3055.0","5.572857142857144","4.350714285714285","5.355714285714286","0.04","0.896","0.064","0.079","silent"
"3056.0","3200.0","5.519846153846154","3.904923076923077","5.487230769230769","0.068","0.82","0.113","0.9404","silent"
"3255.0","3412.0","5.383333333333334","4.101041666666666","5.3375","0.062","0.903","0.035","-0.9405","silent"
"3413.0","3455.0","5.812162162162161","3.825135135135135","5.43027027027027","0.03","0.911","0.059","0.4767","silent"
"3456.0","3558.0","5.393563218390804","4.3660919540229886","5.294137931034483","0.129","0.812","0.059","-0.9904","silent"
"3559.0","3697.0","5.5944927536231885","3.858768115942029","5.446884057971015","0.059","0.913","0.028","-0.9714","silent"
"3698.0","3760.0","5.473086419753087","3.971851851851852","5.329753086419753","0.074","0.894","0.032","-0.931","silent"
"3790.0","4005.0","5.311594202898551","4.07159420289855","5.1794927536231885","0.125","0.84","0.036","-0.9945","silent"
"4006.0","4089.0","5.568076923076924","4.127211538461538","5.523942307692308","0.117","0.828","0.056","-0.981","silent"
"4090.0","4126.0","4.698","3.728","4.61","0.318","0.682","0.0","-0.7901","silent"
"4128.0","4305.0","5.554044943820225","4.071797752808989","5.557528089887641","0.071","0.855","0.074","-0.38","silent"
"4318.0","4335.0","5.38875","3.5925","5.24125","0.095","0.905","0.0","-0.4215","silent"
"4339.0","4358.0","5.142","4.385999999999999","5.442","0.198","0.679","0.123","-0.4404","silent"
"4359.0","4365.0","5.213","3.683","5.291","0.039","0.961","0.0","-0.1531","silent"
