Scene ID,Scene Start,Scene End,Valence,Arousal,Dominance,Vader neg,Vader neu,Vader pos,Vader compound,Audio Energy,Spectral Centroid,mfcc1,mfcc2,mfcc3,mfcc4
sc41,2872,2920,5.39106382978723,4.1263829787234,5.4563829787234,0.179,0.689,0.132,-0.8718,0.034658891270487,2018.97740490705,-255.788353421095,100.366680322434,6.04372109302453,31.8583063010003
sc42,2921,2952,5.67333333333333,3.82777777777778,5.52740740740741,0.094,0.835,0.071,-0.6808,0.037857586995844,1791.50413872275,-225.957852382332,112.116158692064,-9.4622140634173,38.3611441982871
sc43,2953,3010,5.4236,4.5388,5.4408,0.222,0.751,0.027,-0.9531,0.054252927181821,1440.03334768266,-278.681192891801,138.82684555221,3.02727697734975,29.3989975997173
sc46,3011,3140,5.66324324324324,4.13243243243243,5.67162162162162,0.071,0.853,0.076,0.212,0.113612194712965,2480.92214299528,-207.492311323918,83.6763576748353,8.77746061296887,31.2499282868087
sc45,3028,3032,5.92125,3.39,5.87,0.083,0.917,0,-0.4199,0.139262316519306,2688.1776576895,-78.4946605310787,74.6787333081958,10.0302218729745,31.1548948615924
sc47,3141,3150,5.5875,4.565,5.3625,0.127,0.817,0.057,-0.4738,0.034496076038547,1095.72752978076,-325.921910128185,151.089607599838,21.9916258873958,36.4832633072922
sc48,3185,3197,5.41625,4.425,5.491875,0.122,0.784,0.094,-0.34,0.147616695363425,1689.03189407139,-121.712563033696,123.471606527508,-10.3163225284252,31.1303497264269
sc49,3198,3200,6.23,3.5,6.455,0,1,0,0,0.011153753409332,1731.12134756519,-403.634678326808,99.0893891342207,14.5180543506719,32.5133851052076
sc50,3201,3255,5.7451724137931,4.13948275862069,5.62172413793103,0.123,0.718,0.159,0.743,0.03817984501492,2082.65205681308,-314.749207485994,108.615535863581,4.09474521595683,18.767867792959
sc51,3259,3267,6.37714285714286,3.79428571428571,5.80714285714286,0.101,0.899,0,-0.5267,0.021566200038936,1834.96301004631,-292.348754353045,109.976022378623,19.4479871528336,35.6890968631801
sc52,3268,3295,5.631,3.81666666666667,5.339,0.049,0.773,0.178,0.9562,0.081061571973007,1910.54962824868,-185.569165130557,115.077585896431,-9.42625943753228,22.4537395036794
sc53,3296,3335,5.29736842105263,4.58210526315789,5.33421052631579,0.105,0.8,0.095,-0.4291,0.020201365571621,2118.86374669812,-326.533551040373,90.3738904071592,10.370813629601,30.9154396115339
sc54,3336,3365,6.06,3.78625,5.819375,0.025,0.941,0.035,0.2023,0.009604944467968,1399.32861466959,-436.167156849136,113.478085341932,27.7999246099974,31.3975752608124
sc56,3669,3820,5.86298507462687,4.03492537313433,5.61134328358209,0.103,0.826,0.07,-0.8608,0.010389868546387,1928.62778265189,-420.869195792683,98.7098105195702,26.6121609899202,32.1253030961028
sc57,3821,3915,6.11526315789474,4.14228070175439,5.8519298245614,0.04,0.814,0.146,0.9909,0.008806389020785,2257.57993135035,-452.878777839992,95.063544538616,29.0967908527291,27.5116676229384
sc58,3924,4024,5.41723404255319,4.13872340425532,5.28531914893617,0.05,0.839,0.111,0.9399,0.015297114183638,1988.92954700628,-385.595862030394,90.5132417452792,27.7810061646808,45.7283199426264
sc60,4040,4066,5.71391304347826,3.71869565217391,5.45478260869565,0.025,0.975,0,-0.2023,0.120678358563408,2964.05637192746,-83.6821713512614,61.089531464381,-0.436789050002824,36.0206752251383
sc61,4135,4158,5.33894736842105,3.75105263157895,5.36315789473684,0.086,0.803,0.111,0.3313,0.019698290444864,1132.08903151072,-376.028624701564,140.23301413732,30.3082691242844,30.2782982823025
sc68,4260,4352,5.9536170212766,3.9963829787234,5.66702127659575,0.058,0.858,0.084,0.7212,0.007294545455361,2217.41446624148,-445.263327858016,95.5718228671926,11.3010509350066,27.3816804112596
sc69,4353,4365,5.84142857142857,4.11285714285714,5.77,0.038,0.905,0.057,0.4215,0.006685075693287,2307.129700961,-437.445295881534,95.3667754872158,16.777831641701,18.8762814409498
sc70,4366,4645,5.88823529411765,3.89084033613445,5.78991596638656,0.072,0.81,0.117,0.9651,0.007999925122828,2233.90907314021,-439.625065411902,94.5120051608537,19.1857698310669,26.9971573912049
sc71,4646,4669,5.80333333333333,3.69277777777778,5.83666666666667,0.075,0.819,0.106,0.5574,0.002706713645004,2499.30128519234,-513.906921155138,83.7409112119276,20.2710930046101,26.3115884913918
sc75,4680,4685,5.98444444444445,3.72444444444444,5.76111111111111,0,0.88,0.12,0.4588,0.021629542317138,2885.02036082728,-259.836642535079,68.8668225842848,15.6257155326893,28.8949398232979
sc76,4710,4731,5.67333333333333,3.93740740740741,5.4037037037037,0.08,0.898,0.022,-0.6908,0.035299934100173,2090.76250585469,-267.461629553467,95.4188561997036,26.5257894945683,32.6334839545488
sc77,4732,4734,4.56666666666667,4.66,4.37666666666667,0.357,0.643,0,-0.8309,0.010859116859028,3235.69030467442,-292.151925078674,70.475553655084,2.37217294714919,13.9262152736324
sc78,4735,4760,5.77090909090909,4.14363636363636,5.57090909090909,0.019,0.923,0.058,0.6121,0.017633980106725,2042.47913817525,-324.066183641088,108.692877017389,2.08826114414065,28.5991404585406
sc79,4761,4763,3.24,4.36,3.78,0.302,0.698,0,-0.3802,0.014354871544243,1846.82173673237,-330.450643219661,110.486294993761,-2.68307828247981,27.1840306840183
sc83,4768,4779,5.13666666666667,4.09666666666667,5.14666666666667,0.238,0.762,0,-0.7562,0.036934651310735,2306.6485466827,-182.144484689722,98.9264556648418,-9.54617598902048,19.4594802995327
sc89,4788,4798,4.62153846153846,4.51076923076923,5.00307692307692,0.251,0.749,0,-0.8415,0.223892232101625,2905.4999939273,-0.117093743830178,74.8443068502165,0.533104308586349,17.4096565951017
sc92,4804,4828,5.69647058823529,3.83941176470588,5.11176470588235,0.125,0.836,0.04,-0.6597,0.061101140240413,2597.58540762584,-136.698107107408,87.9455192730052,-3.37347269419241,22.92786250223
sc93,4829,4835,5.70571428571429,3.6,5.8,0,1,0,0,0.015617879350103,2063.22246717852,-293.989263343556,113.021028064447,-26.2627859834552,17.9388385425329
sc94,4836,4840,4.726,4.338,4.766,0.167,0.833,0,-0.25,0.070701896659286,1436.86200943892,-155.976912398773,151.120207002405,-24.8968116528019,30.6001584943954
sc95,4840,4844,5.39666666666667,3.82666666666667,5.99333333333333,0,1,0,0,0.030006909304712,2537.00777032512,-250.411436303495,92.9166134564641,-7.36408037899763,19.3605589461679
sc96,4845,4850,5.39,3.75666666666667,5.82666666666667,0,0.714,0.286,0.4939,0.017585930523261,2330.12921665679,-239.625114824528,101.688024143433,-21.647513695425,20.436916633808
sc101,4863,4870,5.2975,3.40375,4.965,0.073,0.927,0,-0.2023,0.035018134412492,2042.93068627502,-240.077649804323,107.347845683385,-7.93208847161533,28.6516405113675
sc97,4870,4875,6.99,3.545,5.425,0.095,0.779,0.126,0.1779,0.018911299516226,2127.58347399479,-296.832590778766,96.6031032510815,-16.9751510115734,35.0751518943588
sc103,4877,4884,5.52,3.32,4.65,0,1,0,0,0.020948317741211,1413.71492777111,-309.766456351553,138.666119135802,-25.955533833227,21.1974138851425
sc105,4888,4890,4.93333333333333,3.10333333333333,5.06,0,1,0,0,0.006003801490934,2598.87593801303,-370.645192167126,82.5375554104285,1.74278971057676,25.2428212750462
sc102,4895,4916,5.228,3.486,5.182,0,1,0,0,0.006435957161884,1772.80379950522,-409.075512520509,109.476021889973,0.999441181283496,26.50589556824
sc106,4940,4945,5.41875,3.58125,5.44625,0,1,0,0,0.028763669443488,1590.65220990923,-256.148703748181,141.62062893154,-2.21614304016723,21.8491506673023
sc107,4946,4954,6.46333333333333,4.27,5.48166666666667,0.105,0.702,0.194,0.3954,0.147301712249744,2388.95179934403,-67.9193716999128,100.926863671183,-8.91894590491532,23.7402275040745
sc108,4955,4965,5.21777777777778,4.39277777777778,5.38833333333333,0.141,0.809,0.05,-0.5709,0.160037109819281,3095.95310484945,-30.6968442437324,65.2977890255872,-15.8729596245882,13.6266155291713
sc118,4971,5004,5.62926829268293,3.87585365853659,5.65585365853659,0.029,0.95,0.021,-0.5165,0.163156927965491,2530.96842259971,-47.7196068122684,88.5366500876433,-7.461677487519,22.4360234261761
sc119,5027,5054,4.84142857142857,4.60285714285714,5.31071428571429,0.096,0.875,0.029,-0.8338,0.070787214364454,2373.24646059657,-188.193855751079,90.3553676293186,-10.2921784336239,25.9159542149791
sc121,5055,5100,5.2125,4.59333333333333,5.40166666666667,0.247,0.701,0.053,-0.9089,0.097107980612993,1944.48327515286,-154.091529965173,113.037919937592,-8.51280984003861,24.3049369276052
sc124,5105,5108,5.72714285714286,3.95214285714286,5.36642857142857,0,1,0,0,0.053373810454937,1664.29980116346,-183.378330794152,133.484679719896,-7.3306872396726,16.1166587819554
sc125,5109,5112,5.9275,3.87,5.6225,0,0.891,0.109,0.549,0.020779322508907,1683.88408474747,-291.714095046952,130.2355081221,-16.9971506880783,18.5525245792352
sc126,5112,5120,4.94533333333333,4.19733333333333,4.966,0.123,0.877,0,-0.6956,0.031671522058771,1877.01893618287,-271.174106284634,117.040092798037,-19.0882289934687,18.7103520351171
sc127,5121,5128,3.855,4.16,4.96,0.182,0.818,0,-0.4404,0.031986072445525,2093.92004294203,-251.292848559142,108.096979793602,-5.1280135356465,22.3588189446782
sc128,5129,5131,5.21571428571429,4.19,5.53,0.085,0.709,0.206,0.5267,0.019134756624776,1749.38164109662,-281.12262422689,118.71358999766,-9.99815312635578,30.587600798668
sc129,5132,5134,5.47,3.05,4.59,0,1,0,0,0.015662338636147,1745.0808655361,-315.628610376441,130.995884176403,1.0534337126996,23.0757925148459
sc130,5134,5146,5.72625,4.0875,5.6575,0,1,0,0,0.02670740890182,2090.16252980074,-257.467600209531,114.896312808935,0.178571431948669,21.4429898362775
sc132,5147,5155,5.15,3.51714285714286,5.02857142857143,0.094,0.852,0.055,-0.4215,0.062901580319967,3025.44527976126,-192.897975294758,93.2689048309272,16.1684538448007,23.1546348287221
sc133,5156,5172,5.52166666666667,4.03916666666667,5.56083333333333,0,0.95,0.05,0.2023,0.023940509310138,2407.82136319318,-286.22586737064,98.1286445291513,5.39454400383968,18.3564933814714
sc137,5187,5199,5.44307692307693,4.17576923076923,5.60346153846154,0.132,0.855,0.014,-0.884,0.114879246781976,3112.53446787082,-73.6094694567822,65.3306011389727,-4.1820936642588,23.1900584722112
sc140,5200,5207,5.35,3.84818181818182,5.37727272727273,0.166,0.834,0,-0.8201,0.01013393117325,2669.69692419893,-382.202648443964,80.2275559403861,3.6033128329,23.5259716558724
sc142,5216,5230,4.7225,4.13375,4.7025,0.183,0.817,0,-0.7998,0.014823295801881,1470.45088190033,-356.851795357997,135.006273608237,6.01691384042477,21.2845588764573
sc143,5231,5450,5.48466666666667,4.26173333333333,5.43213333333333,0.143,0.768,0.089,-0.9904,0.020754961976755,1843.58810057898,-346.71194114262,113.967540527363,5.04211377763587,26.3807120442461
sc144,5451,5468,6.262,4.372,5.622,0.034,0.821,0.145,0.7351,0.02608568203438,3731.25107946986,-340.360745086359,60.2675712293525,8.82144374281655,18.1312409694468
sc145,5469,5486,5.58538461538462,4.14692307692308,5.45538461538462,0.11,0.818,0.072,-0.1531,0.011466018182204,1662.6749130709,-377.395034243232,121.331250842522,18.5123837701527,27.1862774086976
sc146,5487,5497,5.63611111111111,4.35277777777778,6.00888888888889,0,1,0,0,0.120347498840373,1428.18282757939,-114.990161190902,144.252725678113,-8.53294597883557,27.1305173965827
sc151,5498,5605,5.76872093023256,4.22732558139535,5.46383720930233,0.094,0.795,0.11,0.7709,0.012596020595891,2121.97953573429,-385.140320532516,105.198096770447,19.9462375407268,28.7889960360133
sc150,5611,5667,5.33406976744186,4.06325581395349,5.45511627906977,0.108,0.85,0.042,-0.9701,0.017677558682181,1503.60630087823,-377.537489717441,120.809388327943,31.1648578189661,31.2015137934048
sc149,5670,5685,5.337,3.72675,5.57775,0.078,0.903,0.019,-0.8053,0.01920394857061,1930.97963771765,-310.02729853689,116.509369895815,3.76959046542038,32.7861927019906
sc152,5686,5840,6.02620689655172,3.79413793103448,5.86655172413793,0.038,0.849,0.113,0.9166,0.020517173381049,1631.12726875113,-327.239241963561,125.106283630564,13.0379879433181,32.3070638460055
sc153,5845,5921,5.57975,3.9685,5.3475,0.049,0.857,0.094,0.5994,0.012530820580358,2156.3098089062,-398.837832782674,96.1262370052261,18.6692590609745,34.4193128833004
sc154,5922,5933,5.374,3.891,5.526,0.079,0.87,0.052,-0.25,0.016635451776151,1691.72732834913,-321.909915833717,126.555173137706,11.6823615228972,29.6314314672854
sc155,5934,5950,5.615,3.58333333333333,5.7,0.141,0.72,0.139,-0.0258,0.097386811367131,1730.92506839786,-266.614238072476,130.249458315153,8.12559498545979,18.4133963997361
sc156,5951,5975,5.08823529411765,3.86941176470588,5.34411764705882,0.136,0.864,0,-0.8382,0.014641112842654,1575.02064022688,-393.265925658393,116.216865139417,13.7688460563285,35.1151715617282
sc157,5975,5980,5.615,4.70333333333333,5.48,0.113,0.723,0.165,0.2023,0.012492486621926,1408.25508033722,-380.421916364596,142.234931842331,15.8804972045301,20.013186175258
sc160,5981,6065,5.42181818181818,4.03318181818182,5.49227272727273,0.096,0.871,0.033,-0.9455,0.01094228111256,2343.97520774503,-365.723889492188,92.2689672364094,14.2311094540349,31.8568910438818
sc159,6066,6102,4.9044,4.172,5.1912,0.118,0.868,0.014,-0.8143,0.097548209728218,2126.21341647733,-158.263230565045,108.167032349057,-1.32246810900893,24.2727472202
sc161,6273,6295,4.69,4.23733333333333,4.92266666666667,0.199,0.801,0,-0.872,0.064418372048,1612.02781116817,-201.142174466642,137.460952970909,0.230301375173035,17.8026614503292
sc162,6296,6305,6.39,3.93333333333333,6.16333333333333,0,0.758,0.242,0.4939,0.024179255419616,1817.89895576692,-342.23791086864,110.688240044871,4.28082291381929,39.5032021471595
sc163,6306,6328,5.39578947368421,4.24842105263158,5.19684210526316,0.077,0.903,0.02,-0.6476,0.156608414161953,2151.93277056973,-168.755087688967,97.3930060902178,-0.836895007480781,31.3180456071714
sc164,6329,6341,5.25333333333333,4.51,5.17,0.113,0.841,0.046,-0.3802,0.376053282279009,1200.12526718017,-48.3413369901774,162.733896547288,-4.37956353254785,32.3803675564029
sc168,6342,6350,4.93214285714286,4.25642857142857,5.42,0.266,0.734,0,-0.8814,0.112076760527332,3256.6287941794,-153.019478049192,57.3289484527067,10.5468263665977,18.1990960901763
sc169,6351,6443,5.12688172043011,4.34677419354839,5.32,0.117,0.834,0.049,-0.9779,0.130804063641839,2113.29128940611,-162.052135213284,112.496650040019,1.06320453878898,20.9007793024112
sc170,6444,6456,5.34875,4.184375,5.456875,0,1,0,0,0.021942319334306,2133.03487656865,-284.651370119118,112.045512710124,1.37777579432062,22.298095653375
sc171,6457,6464,6.09142857142857,3.91,5.79142857142857,0,1,0,0,0.03254010026443,2001.31681853065,-254.99230257066,114.736998340306,14.1546252120686,22.8441434775693
sc173,6465,6530,5.30070175438596,4.31210526315789,5.32877192982456,0.144,0.85,0.006,-0.981,0.218836247966673,3067.99071780336,0.033024096192638,71.0577521169197,9.04606831621168,23.095513397342
sc175,6531,6689,5.33822784810127,4.20879746835443,5.38101265822785,0.065,0.888,0.047,-0.467,0.216872997244494,2143.61556915053,-24.7250717134533,104.573307106518,-5.34110598922125,23.6902442474398
sc176,6690,6692,5.95333333333333,3.41333333333333,5.68666666666667,0,1,0,0,0.032672739957355,1307.91012330288,-282.14271647265,150.090157866583,5.36281852706638,19.9066483762307
sc177,6693,6736,6.08823529411765,3.60764705882353,6.00705882352941,0.074,0.911,0.014,-0.5979,0.039806472257996,1480.54027372189,-267.989159626271,141.76515639212,-1.0194836987718,22.7551822753183
sc178,6737,6745,5.47454545454545,3.55909090909091,5.14727272727273,0.118,0.751,0.131,-0.1111,0.020829129423506,1963.68667532806,-302.839425237477,113.614188087326,-8.79453384831671,19.3386449964634
sc179,6746,6775,4.99888888888889,4.01222222222222,5.45,0.085,0.915,0,-0.6041,0.034152653941471,1344.52059431436,-266.336209424467,148.692974717622,9.04823142681184,21.0647466367001
sc180,6776,6800,5.16969230769231,4.08569230769231,5.136,0.097,0.874,0.028,-0.932,0.020948481068541,2683.44373453192,-334.123491174335,83.2032094362394,9.09261797040227,16.4080385244671
sc181,6801,6804,5.43083333333333,4.07583333333333,5.52,0.151,0.849,0,-0.7508,0.035250719893655,1074.97401185779,-281.830128621837,166.906247261778,0.101998127414643,27.4678377936201
sc182,6805,6855,5.65027027027027,4.47837837837838,5.47405405405405,0.073,0.827,0.1,0.3527,0.132081636248582,1519.30271964764,-210.956691933115,140.013032522106,-1.13360949510961,19.1615962823558
sc183,6857,6862,5.07285714285714,3.98,5.34428571428571,0.201,0.799,0,-0.7762,0.044947288802492,2729.41522817434,-182.40186553064,86.1400859086973,-6.42557500695131,18.0590779547318
sc184,6891,6986,5.26616438356164,4.45013698630137,5.51479452054795,0.127,0.813,0.059,-0.9408,0.136638104255168,1812.56502318948,-143.673146042942,118.861645859739,-1.83165423973482,25.2801040181445
sc185,6987,6992,4.93166666666667,5.255,5.29666666666667,0.285,0.715,0,-0.7777,0.034579757639702,2029.4095285572,-233.347383224512,121.886122077941,-1.3796155111691,20.6605214792923
sc186,7045,7055,5.43666666666667,4.15666666666667,5.19476190476191,0.086,0.879,0.035,-0.5719,0.029529453578387,2010.85674081108,-217.117553785809,112.291854619335,-7.20874258741878,33.5668268491364
sc189,7060,7128,5.17316666666667,4.2315,5.25416666666667,0.128,0.846,0.026,-0.9776,0.134694677451488,1966.72040418256,-119.776871619289,120.765529484165,-6.25899728220621,22.7032039205775
sc187,7132,7155,5.38666666666667,4.20583333333333,5.70583333333333,0.113,0.887,0,-0.758,0.031913660222028,2363.2991448899,-236.530972827157,85.8618722892921,-13.5261510477544,34.8173588659568
sc190,7156,7162,5.36888888888889,4.42333333333333,5.69666666666667,0.147,0.757,0.096,-0.3151,0.016285114849002,2040.86998696181,-320.280169682102,95.2370540845529,-6.135844221925,53.3714334295928
sc191,7163,7170,5.389,3.907,5.702,0,0.949,0.051,0.3182,0.038666565154881,1876.31986275447,-206.717428468749,124.370908775102,-15.1192559941691,23.3529897184759
sc193,7171,7180,5.6725,4.3925,5.135,0.256,0.744,0,-0.5848,0.040878730810229,2059.3479008005,-207.931988739198,111.866364703077,-17.8054558621845,16.3305324894262
sc201,7200,7214,5.404,3.784,5.176,0.092,0.908,0,-0.4824,0.095568145964612,1977.28205621074,-101.230980256747,116.712141658949,-21.3126996441817,18.9324942868618
sc203,7348,7365,5.63333333333333,3.77866666666667,5.59733333333334,0.067,0.907,0.026,-0.4404,0.077280924306967,1555.53461033073,-193.864565670059,138.478295446757,2.57457072808903,34.371673970433
sc204,7385,7405,5.315,4.8025,5.4325,0.193,0.807,0,-0.5106,0.054102883353118,1804.92802341824,-236.838787687074,122.2898800968,5.1408160967092,35.4596183583008
sc205,7406,7413,5.36888888888889,3.92777777777778,5.34888888888889,0.071,0.871,0.058,-0.1027,0.012985092498953,1142.66218111833,-395.150517420864,154.407856507828,18.1311796469219,24.5001451115696
sc207,7414,7426,6.11333333333333,4.26,6.33833333333333,0.115,0.71,0.176,0.1601,0.016023732916397,1066.83324791932,-394.905258851036,149.711945385258,29.4656661410607,28.4095415954863
sc208,7427,7475,5.64571428571429,4.38714285714286,5.88,0.065,0.935,0,-0.5267,0.072214071794708,1264.86266027581,-300.047919685939,139.096974221266,19.202075565837,43.9383359394665
sc212,7490,7495,5.95333333333333,4.53166666666667,5.68666666666667,0.171,0.678,0.151,0.2714,0.055522910082439,1515.12250985859,-205.333228486461,139.61262096972,-21.4424038150374,31.1900586933695
sc213,7496,7504,5.5825,3.6275,5.42,0.064,0.936,0,-0.4199,0.066963500594619,1399.32250798189,-194.007290849142,151.493526337657,-15.5993373240159,17.0604960311646
sc216,7625,7640,4.955,4.674,5.673,0.2,0.727,0.073,-0.6588,0.218780909461827,2903.9537972369,18.0477400557063,78.5510738728164,-5.25563876144786,17.9109258962974
sc217,7641,7648,4.12,4.20272727272727,4.65727272727273,0.257,0.743,0,-0.7845,0.325157363890922,2104.45844258435,-12.7202142428857,107.643570249907,-0.543409437133282,28.5837367880658
sc218,7649,7764,5.90972222222222,3.94791666666667,5.67277777777778,0.069,0.876,0.055,-0.7217,0.039323556406215,1788.44023588283,-306.532495248803,115.057875115809,6.83092242677096,29.2789686229846
