"Scene Start","Scene End","Valence","Arousal","Dominance","Vader neg","Vader neu","Vader pos","Vader compound","Audio Level"
"15.0","40.0","5.945675675675675","3.747567567567567","5.727837837837837","0.062","0.718","0.22","0.9289","0.20462705688767346"
"41.0","60.0","5.301428571428572","3.915714285714286","5.552380952380951","0.06","0.797","0.142","0.6062","0.05909105995804056"
"61.0","72.0","6.017272727272727","3.6145454545454543","5.6472727272727266","0.153","0.764","0.084","-0.2263","0.010416730989258932"
"73.0","565.0","5.649230769230769","3.9589878542510117","5.57836032388664","0.127","0.766","0.107","-0.9888","0.1745596531449194"
"566.0","623.0","5.679821428571429","3.77","5.558928571428572","0.076","0.875","0.049","-0.7183","0.29294062122861025"
"624.0","660.0","5.856052631578947","3.9031578947368417","5.731315789473684","0.084","0.837","0.079","0.0688","0.5479113005063756"
"661.0","665.0","5.784285714285714","4.322857142857143","5.545714285714287","0.08","0.92","0.0","-0.2716","0.2851461921190901"
"666.0","670.0","5.061999999999999","4.358","5.24","0.174","0.826","0.0","-0.5647","0.24419652755838683"
"671.0","680.0","5.614583333333333","3.799583333333333","5.79375","0.104","0.845","0.051","-0.3612","0.21382857572566066"
"681.0","690.0","5.47","4.172307692307692","5.224615384615384","0.289","0.673","0.039","-0.9054","0.27308693647786075"
"710.0","750.0","6.1035416666666675","4.006875","5.555625","0.085","0.888","0.027","-0.88","0.19254276243945695"
"751.0","763.0","5.7128000000000005","3.8188","5.3548","0.101","0.899","0.0","-0.7955","0.9657204463234754"
"766.0","787.0","5.714545454545454","4.014848484848485","5.574545454545454","0.026","0.879","0.095","0.7783","0.06547671760436896"
"788.0","790.0","5.642","4.023","5.2780000000000005","0.0","0.842","0.158","0.6369","0.3384432031247239"
"791.0","1020.0","5.960060606060606","4.102181818181818","5.707696969696969","0.06","0.824","0.116","0.9877","0.040636203775609184"
"1021.0","1040.0","5.746666666666666","4.066666666666667","5.542857142857143","0.055","0.817","0.128","0.6448","0.07805007091987598"
"1041.0","1110.0","5.524","4.141466666666666","5.460000000000001","0.224","0.724","0.052","-0.9961","0.130585858440951"
"1111.0","1128.0","5.035555555555556","4.13962962962963","5.262962962962963","0.141","0.796","0.063","-0.7964","0.024724103350919985"
"1129.0","1160.0","5.661020408163265","3.936326530612245","5.302244897959183","0.043","0.835","0.122","0.9367","0.04546734087199628"
"1164.0","1290.0","5.440984848484849","4.159848484848484","5.458787878787878","0.138","0.764","0.098","-0.969","0.12629268384555498"
"1292.0","1320.0","5.985294117647059","3.7152941176470584","5.724117647058823","0.101","0.842","0.057","-0.2023","0.16159732799404136"
"1321.0","1357.0","6.055","3.6610714285714283","5.721428571428572","0.023","0.824","0.153","0.8924","0.09350494129270977"
"1358.0","1440.0","5.791857142857142","3.858","5.564857142857142","0.067","0.87","0.063","-0.4215","0.09931504305963451"
"1475.0","1734.0","5.554652406417112","4.007860962566845","5.4748663101604285","0.112","0.827","0.061","-0.9907","0.17681860103770916"
"1735.0","1740.0","5.474666666666667","3.6753333333333336","5.5326666666666675","0.044","0.956","0.0","-0.4019","0.6644543876264328"
"1741.0","1814.0","5.363205128205129","4.050512820512821","5.497820512820512","0.153","0.804","0.043","-0.9857","0.41532270732317533"
"1815.0","1817.0","5.48","3.59","5.57","0.0","1.0","0.0","0.0","0.6239223271443277"
"1818.0","1827.0","5.578947368421052","4.401052631578948","5.545263157894736","0.062","0.887","0.051","-0.1613","0.5054753018839179"
"1828.0","1895.0","5.601358024691358","4.094197530864198","5.394197530864197","0.072","0.893","0.035","-0.8382","0.15784345320439774"
"1897.0","1940.0","5.4888","3.9082","5.500400000000002","0.091","0.864","0.045","-0.855","0.13932652782848476"
"1945.0","1975.0","5.665555555555556","3.7583333333333337","5.57","0.04","0.854","0.106","0.449","0.032923260977960035"
"1976.0","2040.0","5.887499999999999","3.995416666666667","5.346666666666667","0.075","0.837","0.089","-0.6136","0.06187641161265771"
"2082.0","2140.0","5.71857142857143","4.055102040816326","5.448163265306122","0.045","0.891","0.064","0.597","0.07943304339071629"
"2144.0","2196.0","5.543793103448277","3.9160344827586204","5.557758620689655","0.049","0.875","0.076","0.7893","0.1794185504450057"
"2197.0","2248.0","6.062676056338027","3.88887323943662","5.765492957746478","0.036","0.78","0.184","0.9898","0.06907219673635095"
"2249.0","2285.0","5.697179487179489","4.127948717948718","5.314615384615385","0.135","0.76","0.105","-0.7582","0.15682422343033162"
"2310.0","2349.0","5.52264705882353","3.886764705882353","5.370294117647059","0.125","0.841","0.034","-0.9618","0.07227946077691735"
"2350.0","2360.0","5.3325","4.004166666666667","5.235833333333333","0.086","0.914","0.0","-0.4588","0.2364481149962804"
"2361.0","2385.0","5.649999999999999","3.8634482758620687","5.614137931034483","0.118","0.856","0.026","-0.8597","0.1752662330609963"
"2386.0","2520.0","5.388888888888889","4.161874999999999","5.439583333333333","0.187","0.76","0.053","-0.9977","0.11884994881828571"
"2525.0","2570.0","5.627540983606558","4.160655737704918","5.651475409836068","0.149","0.777","0.074","-0.9446","0.16818299246578375"
"2575.0","2668.0","5.499753086419753","4.155679012345678","5.411481481481482","0.194","0.774","0.032","-0.9958","0.08138649060853033"
"2669.0","2710.0","5.6621428571428565","4.149285714285715","5.598571428571428","0.202","0.729","0.069","-0.9791","0.13639381218299926"
"2712.0","2875.0","5.319276315789473","4.114407894736842","5.399473684210527","0.171","0.779","0.05","-0.9968","0.12446047850899919"
"2877.0","2885.0","5.461","3.8820000000000006","5.566","0.099","0.836","0.065","-0.2903","0.3233615872793016"
"2900.0","3008.0","5.529666666666667","4.041533333333333","5.5077333333333325","0.096","0.77","0.134","0.9706","0.12177869139433174"
"3009.0","3062.0","5.904561403508771","4.110701754385965","5.652280701754386","0.063","0.712","0.225","0.9899","0.17120820634369918"
"3063.0","3085.0","5.354791666666666","3.584166666666667","5.477083333333333","0.085","0.886","0.029","-0.7783","0.10637664082449191"
"3104.0","3120.0","4.997857142857144","3.362142857142857","5.057142857142857","0.088","0.912","0.0","-0.5994","0.07528256043258608"
"3130.0","3184.0","5.250249999999999","3.8175","5.679250000000001","0.094","0.83","0.076","-0.3609","0.2398596819035126"
"3185.0","3264.0","5.676976744186048","3.877906976744186","5.640697674418604","0.065","0.894","0.041","-0.8282","0.08967190793645965"
