"Scene Start","Scene End","Valence","Arousal","Dominance","Vader neg","Vader neu","Vader pos","Vader compound","Audio Level"
"25.0","85.0","5.938888888888889","4.057777777777778","5.553888888888888","0.084","0.916","0.0","-0.5106","0.18794267825342906"
"100.0","243.0","5.505903614457831","3.8950602409638564","5.653253012048193","0.026","0.915","0.059","0.7269","0.41542035652793124"
"244.0","389.0","5.524877049180327","3.9377049180327868","5.526844262295082","0.031","0.876","0.093","0.9941","0.04098901236127158"
"391.0","400.0","5.7829999999999995","3.8099999999999996","5.4955","0.0","0.948","0.052","0.6705","0.44241060491174505"
"402.0","440.0","5.454485981308412","4.218411214953272","5.590186915887849","0.101","0.805","0.093","-0.6036","0.25817399332826235"
"444.0","450.0","5.245555555555556","4.04111111111111","4.911111111111111","0.069","0.931","0.0","-0.3818","0.49666243057202925"
"451.0","470.0","5.570172413793103","3.9846551724137935","5.585","0.073","0.851","0.076","0.1635","0.17405622670424525"
"471.0","480.0","5.746944444444444","3.8505555555555557","5.478055555555555","0.0","1.0","0.0","0.0","0.22440543165572346"
"540.0","588.0","5.1974193548387095","4.016774193548387","5.429838709677419","0.067","0.875","0.058","-0.4841","0.2992701073253891"
"590.0","595.0","5.941666666666666","3.633333333333333","5.510000000000001","0.051","0.949","0.0","-0.0772","0.39795948990907176"
"596.0","608.0","5.5823809523809516","3.9733333333333327","5.470000000000001","0.082","0.918","0.0","-0.6973","0.2808813071663245"
"632.0","670.0","5.975862068965518","4.18551724137931","5.729310344827588","0.045","0.715","0.24","0.9694","0.41812204254543467"
"671.0","720.0","6.050666666666668","3.7866666666666666","5.720666666666667","0.0","0.901","0.099","0.7003","0.049215752987007644"
"721.0","743.0","5.049473684210526","3.880000000000001","5.117894736842106","0.078","0.908","0.014","-0.7096","0.094551481663955"
"745.0","859.0","5.455696202531646","3.9744303797468357","5.495063291139241","0.025","0.893","0.082","0.966","0.06387558041737733"
"860.0","892.0","5.382666666666667","3.623333333333334","5.170000000000001","0.025","0.975","0.0","-0.2263","0.03583959859399946"
"893.0","1050.0","5.2453594771241825","4.2324183006535945","5.242287581699346","0.111","0.842","0.047","-0.9871","0.06110158119708393"
"1051.0","1100.0","5.756666666666667","3.762499999999999","5.683333333333334","0.081","0.88","0.038","-0.5204","0.027331704695286545"
"1101.0","1112.0","4.957777777777778","4.195","5.330555555555555","0.086","0.914","0.0","-0.7096","0.11855004222246568"
"1113.0","1130.0","5.674","4.084","5.626","0.0","0.943","0.057","0.128","0.20664312360315734"
