Movie,hv,mv,lv,ha,ma,la,hd,md,ld,Genre
bad-dreams,0.257911132972618,0.657976717494671,0.08411214953271,0.044761436301033,0.937202820134448,0.018035743564519,0.099688473520249,0.846040334481062,0.054271191998688,Thriller
bad-lieutenant,0.259855006796556,0.654734934299955,0.085410058903489,0.066606252831899,0.90280924331672,0.030584503851382,0.068871771635705,0.864295423652016,0.066832804712279,Crime
bad-santa,0.283113622096673,0.644904791797447,0.07198158610588,0.062146892655367,0.919020715630885,0.018832391713748,0.082234777150031,0.877170956267002,0.040594266582967,Crime
bad-teacher,0.301696076751756,0.6434812403632,0.054822682885044,0.05053966078465,0.927188624293301,0.022271714922049,0.095939695048827,0.869282165495974,0.0347781394552,Comedy
badlands,0.304103671706264,0.645356371490281,0.050539956803456,0.033477321814255,0.955507559395248,0.011015118790497,0.068682505399568,0.891576673866091,0.039740820734341,Thriller
bamboozled,0.287950796757059,0.644674308079396,0.067374895163545,0.040956108470786,0.950237629298295,0.00880626223092,0.096309756779424,0.86315348057031,0.040536762650266,Drama
basic-instinct,0.254998969284684,0.663780663780664,0.081220366934653,0.050505050505051,0.938157081014224,0.011337868480726,0.079158936301794,0.869717584003298,0.051123479694908,Crime
basic,0.205669083717864,0.690507580751483,0.103823335530653,0.057350032959789,0.92847725774555,0.014172709294661,0.075313117996045,0.851021753460778,0.073665128543177,Mystery
basquiat,0.264840182648402,0.68310502283105,0.052054794520548,0.023926940639269,0.887671232876712,0.088401826484018,0.089132420091324,0.888401826484018,0.022465753424658,Drama
batman-2,0.210833725859633,0.706641544983514,0.082524729156854,0.045313235986811,0.940367404616109,0.01431935939708,0.075459255770137,0.868111163447951,0.056429580781912,Fantasy
batman,0.187461204220981,0.722739499275812,0.089799296503207,0.048003310573143,0.937409476515622,0.014587212911235,0.07583281605628,0.867473618870267,0.056693565073453,Crime
battle-los-angeles,0.177238129757158,0.744110184849583,0.078651685393259,0.050924247915912,0.929865893439652,0.019209858644436,0.066690830010874,0.851757883291048,0.081551286698079,Sci-Fi
bean,0.244946091644205,0.691936208445642,0.063117699910153,0.032794249775382,0.949797843665768,0.01740790655885,0.101078167115903,0.867812219227313,0.031109613656784,Comedy
beasts-of-the-southern-wild,0.331253773395049,0.601730730529282,0.067015496075669,0.038840813040853,0.938820688267257,0.02233849869189,0.080700342121151,0.864157778224995,0.055141879653854,Fantasy
beavis-and-butt-head-do-america,0.224758905727219,0.705963393032868,0.069277701239913,0.052351899232435,0.93564259004133,0.012005510726235,0.080692777012399,0.875024601456406,0.044282621531195,Animation
beginners,0.336575052854123,0.598942917547569,0.064482029598309,0.046934460887949,0.938689217758985,0.014376321353066,0.116067653276956,0.845243128964059,0.038689217758985,Comedy
being-human,0.290251812285387,0.638019839755818,0.071728347958794,0.032716520412057,0.95154521175124,0.015738267836704,0.101678748569248,0.854254101487981,0.04406714994277,Comedy
being-john-malkovich,0.257122757650369,0.67024270137179,0.07263454097784,0.034294759057334,0.953218431234611,0.012486809708055,0.097959901512487,0.862469222652128,0.039570875835385,Fantasy
being-there,0.247929606625259,0.701345755693582,0.05072463768116,0.017468944099379,0.971402691511387,0.011128364389234,0.101449275362319,0.871765010351967,0.026785714285714,Comedy
belle,0.309961818812912,0.618361679972232,0.071676501214856,0.020305449496703,0.954703228045817,0.02499132245748,0.098750433877126,0.855779243318292,0.045470322804582,Drama
beloved,0.355748373101952,0.584164859002169,0.060086767895879,0.025488069414317,0.960303687635575,0.014208242950109,0.137310195227766,0.823861171366594,0.03882863340564,Drama
big-eyes,0.318051575931232,0.596625278573703,0.085323145495065,0.034383954154728,0.952722063037249,0.012893982808023,0.115249920407514,0.82601082457816,0.058739255014327,Crime
big-fish,0.287774543530034,0.647261180206404,0.064964276263562,0.029240539825351,0.957263826409103,0.013495633765547,0.127943900502778,0.834612331304578,0.037443768192644,Comedy
birdman,0.261884763984546,0.655131866285906,0.082983369729548,0.051402654123971,0.936166638669578,0.012430707206451,0.088190828153872,0.869813539391903,0.041995632454225,Romance
birthday-girl,0.273535011635287,0.667653903109795,0.058811085254919,0.042733234609689,0.938227205415697,0.019039559974614,0.092659191876454,0.870530992172625,0.03680981595092,Crime
black-rain,0.215242881072027,0.722613065326633,0.06214405360134,0.036850921273032,0.942546063651591,0.020603015075377,0.07319932998325,0.882914572864322,0.043886097152429,Drama
black-snake-moan,0.290758047767394,0.618750927162142,0.090491025070464,0.040943480195817,0.942738466102952,0.016318053701231,0.086485684616526,0.863225040795134,0.05028927458834,Drama
black-swan,0.283935242839352,0.645288501452885,0.070776255707763,0.036529680365297,0.949564134495641,0.013906185139062,0.083229555832296,0.881486093814861,0.035284350352844,Thriller
blade-runner,0.248516320474777,0.685163204747775,0.066320474777448,0.033827893175074,0.949554896142433,0.016617210682493,0.083679525222552,0.877151335311573,0.039169139465875,Sci-Fi
blade-trinity,0.187483736664065,0.734582357533177,0.077933905802758,0.050091074681239,0.932344522508457,0.017564402810305,0.071688784803539,0.870543845953682,0.057767369242779,Action
blade,0.193798449612403,0.716500553709856,0.089700996677741,0.044296788482835,0.946982281284607,0.008720930232558,0.066168327796235,0.874169435215947,0.059662236987818,Sci-Fi
blood-and-wine,0.275166608207646,0.662223781129428,0.062609610662925,0.034724658014732,0.945106980007015,0.020168361978253,0.088039284461593,0.880042090494563,0.031918625043844,Crime
blood-simple,0.227130434782609,0.685391304347826,0.087478260869565,0.054086956521739,0.918608695652174,0.027304347826087,0.075304347826087,0.867304347826087,0.057391304347826,Drama
blue-valentine,0.295522886735717,0.65135315736719,0.053123955897093,0.027564316739058,0.957066488473104,0.015369194787838,0.097059806214501,0.87437353825593,0.028566655529569,Drama
blue-velvet,0.282909775447089,0.652144681995428,0.064945542557483,0.042624714266505,0.944870243377706,0.012505042355789,0.08726637084846,0.869033212316794,0.043700416834745,Thriller
"bodies,-rest-&-motion",0.270758122743682,0.668901495616297,0.060340381640021,0.024755028365137,0.957710159876225,0.017534811758639,0.095410005157298,0.873646209386282,0.030943785456421,Drama
body-heat,0.287854467629749,0.640850722311397,0.071294810058855,0.034242910647405,0.950107009095773,0.015650080256822,0.096441947565543,0.863697164258962,0.039860888175495,Thriller
body-of-evidence,0.266542404473439,0.637092264678472,0.09636533084809,0.052003727865797,0.937371854613234,0.010624417520969,0.095060577819199,0.838210624417521,0.066728797763281,Thriller
bodyguard,0.269323671497584,0.672815107597716,0.057861220904699,0.036561264822134,0.947408871321915,0.016029863855951,0.098155467720685,0.867808519982433,0.034036012296882,Romance
bonfire-of-the-vanities,0.262587038028923,0.667648634172469,0.069764327798607,0.036288162828067,0.950321371183717,0.013390465988216,0.078468130690948,0.870380289234065,0.051151580074987,Comedy
boogie-nights,0.299121906716843,0.642604629946402,0.058273463336755,0.047097730642035,0.940814231953472,0.012088037404493,0.087011061694606,0.885961911278367,0.027027027027027,Drama
boondock-saints-2-all-saints-day,0.199488491048593,0.703625695802618,0.096885813148789,0.06454039416278,0.919362118248834,0.016097487588386,0.080938769369641,0.858131487889273,0.060929742741086,Crime
bound,0.232520325203252,0.697199638663053,0.070280036133695,0.062511291779585,0.919602529358627,0.017886178861789,0.093224932249323,0.857994579945799,0.048780487804878,Drama
boyhood,0.421183329734399,0.515115525804362,0.06370114446124,0.034117901101274,0.959404016411142,0.006478082487584,0.09911466206003,0.880371410062621,0.020513927877348,Drama
braveheart,0.251059322033898,0.652807203389831,0.096133474576271,0.055349576271187,0.930217161016949,0.014433262711864,0.094014830508475,0.846265889830508,0.059719279661017,Drama
breakdown,0.1640838650866,0.77848678213309,0.05742935278031,0.036463081130356,0.946824673351565,0.01671224551808,0.058189000303859,0.891218474627773,0.050592525068368,Thriller
brick,0.222465845842469,0.711249789171867,0.066284364985664,0.029347276100523,0.948895260583572,0.021757463315905,0.057007927137797,0.901501096306291,0.041490976555912,Drama
bridesmaids,0.347988774555659,0.594324914250078,0.057686311194263,0.044901777362021,0.945431867789211,0.009666354848768,0.117867165575304,0.856875584658559,0.025257249766137,Comedy
bringing-out-the-dead,0.244124612862088,0.649662962288213,0.106212424849699,0.044999089087266,0.943523410457278,0.011477500455456,0.063399526325378,0.868828566223356,0.067771907451266,Drama
broken-arrow,0.169583584791792,0.739287869643935,0.091128545564273,0.071213035606518,0.914906457453229,0.013880506940254,0.060350030175015,0.888955944477972,0.050694025347013,Adventure
broken-embraces,0.269189919860964,0.664574683788742,0.066235396350295,0.034855653181423,0.949792410929806,0.015351935888771,0.112773969296128,0.849377232789418,0.037848797914454,Romance
bull-durham,0.228959163346614,0.605328685258964,0.165712151394422,0.035981075697211,0.954058764940239,0.00996015936255,0.082046812749004,0.783864541832669,0.134088645418327,Drama
buried,0.222268731686898,0.687316868982838,0.090414399330264,0.050020929259104,0.93197990791126,0.017999162829636,0.097739640016743,0.827961490163248,0.074298869820008,Drama
burlesque,0.302657619451513,0.649279050042409,0.048063330506079,0.035482046932429,0.954339836019225,0.010178117048346,0.091320327961549,0.875883517104891,0.03279615493356,Musical
burn-after-reading,0.241303147432358,0.703662801398859,0.055034051168783,0.038836738450212,0.942573163997791,0.018590097551997,0.084299650285294,0.886066629854592,0.029633719860114,Comedy
burning-annie,0.302490421455939,0.622222222222222,0.075287356321839,0.031417624521073,0.949042145593869,0.019540229885058,0.10727969348659,0.852298850574713,0.040421455938697,Drama
cable-guy,0.335786802030457,0.603172588832487,0.061040609137056,0.040355329949239,0.946827411167513,0.012817258883249,0.079568527918782,0.886675126903553,0.033756345177665,Comedy
candle-to-water,0.250980392156863,0.639803921568627,0.10921568627451,0.061176470588235,0.922941176470588,0.015882352941177,0.102549019607843,0.838823529411765,0.058627450980392,Drama
capote,0.278241608451184,0.637246549667746,0.08451184188107,0.027091497699779,0.952632475719884,0.020276026580337,0.089623445220651,0.842051456806952,0.068325097972397,Crime
carrie,0.255525331519891,0.642298537912275,0.102176130567834,0.062733764025842,0.920265215912955,0.017001020061204,0.08517511050663,0.877762665759945,0.037062223733424,Horror
cars-2,0.250472292191436,0.684508816120907,0.065018891687658,0.047858942065491,0.942852644836272,0.009288413098237,0.093198992443325,0.868702770780856,0.038098236775819,Animation
case-39,0.262096774193548,0.640531660692951,0.097371565113501,0.041965352449224,0.938620071684588,0.019414575866189,0.09005376344086,0.852747909199522,0.057198327359618,Thriller
casino,0.239557059366349,0.703168255921255,0.057274684712396,0.054936942479237,0.931774838511227,0.013288219009536,0.177176253460474,0.786465702860658,0.036358043678868,Crime
cast-away,0.244229159191484,0.706494438464299,0.049276402344217,0.028943906231312,0.958258581509389,0.012797512259299,0.074034206434637,0.894629828967827,0.031335964597536,Adventure
catwoman,0.280791977372075,0.642324505014142,0.076883517613783,0.038956029827719,0.945872975057856,0.015170995114425,0.130239136024685,0.821419388017485,0.04834147595783,Action
cedar-rapids,0.279049676025918,0.646652267818574,0.074298056155508,0.041036717062635,0.947012239020878,0.011951043916487,0.109575233981281,0.862059035277178,0.028365730741541,Comedy
celeste-&-jesse-forever,0.341863254698121,0.595761695321871,0.062375049980008,0.040183926429428,0.947421031587365,0.012395041983207,0.115553778488605,0.853058776489404,0.031387445021991,Comedy
cellular,0.224427258135123,0.681015613599883,0.094557128264994,0.052677659419233,0.93637822851306,0.010944112067708,0.078505763899022,0.861374580475704,0.060119655625274,Drama
changeling,0.239017373022021,0.683744605510678,0.077238021467301,0.041938696470068,0.939471063405998,0.018590240123935,0.096492198738519,0.841097709416842,0.062410091844639,Mystery
chaos,0.200366727787965,0.725620936822804,0.074012335389232,0.063010501750292,0.917486247707951,0.019503250541757,0.090181696949492,0.855642607101184,0.054175695949325,Thriller
charade,0.233027054619704,0.67802450229709,0.088948443083206,0.055895865237366,0.927258805513017,0.016845329249617,0.080653394589076,0.855538540071465,0.063808065339459,Romance
charlie's-angels,0.232123037894403,0.708577770730934,0.059299191374663,0.041699698747424,0.944664658316157,0.01363564293642,0.086729031235136,0.879974631361979,0.033296337402886,Comedy
chasing-sleep,0.27150931546996,0.643918777475403,0.084571907054637,0.03202846975089,0.951015281557463,0.016956248691648,0.08917730793385,0.869583420556835,0.041239271509316,Thriller
cherry-falls,0.273467070401211,0.628501135503406,0.098031794095382,0.071158213474641,0.911241483724451,0.017600302800908,0.079674489023467,0.868281604844814,0.052043906131718,Mystery
chinatown,0.256847230675593,0.670572124163116,0.07258064516129,0.026628119293975,0.954047474132684,0.019324406573342,0.082166768107121,0.877358490566038,0.040474741326841,Crime
christ-complex,0.282170542635659,0.606201550387597,0.111627906976744,0.052403100775194,0.933333333333333,0.014263565891473,0.09984496124031,0.858914728682171,0.041240310077519,Comedy
chronicle,0.295530492898914,0.623015873015873,0.081453634085213,0.06390977443609,0.92000835421888,0.016081871345029,0.077903091060986,0.869256474519632,0.052840434419382,Drama
cirque-du-freak-the-vampire's-assistant,0.247450605481198,0.653282345442957,0.099267049075845,0.045251752708732,0.939770554493308,0.014977692797961,0.075207138304653,0.862014021669853,0.062778840025494,Thriller
citizen-kane,0.263129399025447,0.672983216025988,0.063887384948565,0.02815376285869,0.956686518678939,0.015159718462372,0.092582566323768,0.867460747157553,0.039956686518679,Mystery
city-of-joy,0.265628686010852,0.665369190846898,0.069002123142251,0.033380514272234,0.95034206180703,0.016277423920736,0.098962019344185,0.860580325548478,0.040457655107337,Drama
clash-of-the-titans,0.268487775430124,0.635979474796257,0.095532749773619,0.046785390884395,0.941744642318141,0.011469966797465,0.089797766374887,0.851041352248717,0.059160881376396,Fantasy
clerks,0.251824817518248,0.659124087591241,0.089051094890511,0.046569343065694,0.936788321167883,0.016642335766423,0.086277372262774,0.865985401459854,0.047737226277372,Comedy
cliffhanger,0.192134967835902,0.718048306833354,0.089816725330744,0.065906056560262,0.914309989076344,0.019783954363394,0.061779342153174,0.886272605898774,0.051948051948052,Adventure
cobb,0.247899159663866,0.655832921403856,0.096267918932279,0.059812160158181,0.927582797825012,0.012605042016807,0.081809194265942,0.864928324270885,0.053262481463174,Drama
code-of-silence,0.209404150009518,0.709308966304969,0.081286883685513,0.053873976775176,0.927470017133067,0.018656006091757,0.062440510184656,0.881591471540072,0.055968018275271,Drama
cold-mountain,0.27984860649157,0.627136139465535,0.093015254042895,0.040486294299805,0.936460603280193,0.023053102420002,0.076843674733341,0.868562908590435,0.054593416676224,Drama
collateral-damage,0.194982451579358,0.723904848563629,0.081112699857013,0.058494735473807,0.920967112959834,0.020538151566359,0.0626543611075,0.880280774730274,0.057064864162225,Thriller
collateral,0.220440881763527,0.699685084454624,0.07987403378185,0.045376467220155,0.937589464643573,0.017034068136273,0.070569710850272,0.868021757801317,0.061408531348411,Crime
colombiana,0.289071242073853,0.652244187492229,0.058684570433918,0.043640432674375,0.941315429566082,0.015044137759543,0.07733432798707,0.879273902772597,0.043391769240333,Drama
commando,0.153800357213733,0.783290335384005,0.062909307402262,0.052192895415757,0.929747965866243,0.018059138718,0.055765032744592,0.904941456638222,0.039293510617186,Action
conan-the-barbarian,0.192054020100502,0.695037688442211,0.112908291457286,0.078831658291457,0.908448492462312,0.012719849246231,0.08338567839196,0.848146984924623,0.068467336683417,Action
confessions-of-a-dangerous-mind,0.275871805732034,0.643230269659749,0.080897924608217,0.052520118593816,0.933220386841734,0.01425949456445,0.076380064944233,0.877453056614429,0.046166878441339,Crime
confidence,0.267465069860279,0.667379526660964,0.065155403478757,0.045480467636156,0.938694040490448,0.015825491873396,0.079840319361278,0.879098944967208,0.041060735671514,Drama
constantine,0.220716651610961,0.683529057512797,0.095754290876242,0.041854862993074,0.940981632038543,0.017163504968383,0.079945799457995,0.855164107196628,0.064890093345378,Action
coraline,0.309779688339602,0.628425577646427,0.061794734013971,0.02807630306287,0.953519613111231,0.0184040838259,0.07684040838259,0.883530360021494,0.039629231595916,Fantasy
coriolanus,0.224233283056812,0.642869113457349,0.132897603485839,0.059493883023295,0.928439751969164,0.012066365007542,0.10507792860734,0.822356292944528,0.072565778448131,Drama
cowboys-&-aliens,0.205343111576742,0.697092718700891,0.097564169722368,0.072289156626506,0.912519643792562,0.015191199580933,0.068491356731273,0.855159769512834,0.076348873755893,Thriller
cradle-2-the-grave,0.195299063634626,0.736288935600994,0.06841200076438,0.066118861073954,0.920504490731894,0.013376648194153,0.067074335944965,0.88419644563348,0.048729218421556,Crime
crank,0.210393541876892,0.699630003363606,0.089976454759502,0.062731247897746,0.921459804910864,0.015808947191389,0.070131180625631,0.872687521022536,0.057181298351833,Action
crash,0.234051542036333,0.679974651457541,0.085973806506126,0.031685678073511,0.956907477820025,0.011406844106464,0.0794254330376,0.866497676383608,0.054076890578792,Drama
"crazy,-stupid,-love",0.322896281800391,0.60958904109589,0.067514677103718,0.041095890410959,0.945792563600783,0.013111545988258,0.107436399217221,0.853816046966732,0.038747553816047,Drama
crazylove,0.278794402583423,0.651776103336921,0.069429494079656,0.024937208467887,0.957122353785432,0.017940437746681,0.09956942949408,0.86670254754216,0.03372802296376,Drama
creation,0.281219077775579,0.636453591925589,0.082327330298832,0.028300019790224,0.952503463289135,0.019196516920641,0.106075598654265,0.847615278052642,0.046309123293093,Drama
crime-spree,0.257564575645757,0.668487084870849,0.073948339483395,0.04590405904059,0.940811808118081,0.013284132841329,0.081771217712177,0.878966789667897,0.039261992619926,Crime
croupier,0.275529865125241,0.665125240847784,0.059344894026975,0.059922928709056,0.923314065510597,0.016763005780347,0.086127167630058,0.875722543352601,0.038150289017341,Crime
cruel-intentions,0.306284454244763,0.611025358324145,0.082690187431092,0.042998897464168,0.942227122381477,0.014773980154355,0.108048511576626,0.84851157662624,0.043439911797133,Drama
custody,0.293531283138918,0.639448568398727,0.067020148462354,0.027147401908802,0.958854718981972,0.013997879109226,0.086320254506893,0.882078472958643,0.031601272534465,Comedy
dallas-buyers-club,0.236860185503263,0.674510477499141,0.088629336997595,0.040707660597733,0.94108553761594,0.018206801786328,0.079354173823428,0.86722775678461,0.053418069391962,Drama
dances-with-wolves,0.237147595356551,0.685298995219979,0.077553409423471,0.046532045654083,0.926738854745878,0.026729099600039,0.08886937859721,0.871329626377914,0.039800995024876,Western
dark-city,0.168196073876176,0.756533859914043,0.075270066209781,0.028342432338251,0.954814728772215,0.016842838889534,0.055174817051922,0.892902776164479,0.051922406783599,Sci-Fi
darkman,0.214405829596412,0.692124439461883,0.093469730941704,0.052270179372197,0.926289237668161,0.021440582959641,0.091788116591928,0.858043721973094,0.050168161434978,Crime
date-night,0.255925925925926,0.678148148148148,0.065925925925926,0.038888888888889,0.950740740740741,0.01037037037037,0.080925925925926,0.887222222222222,0.031851851851852,Comedy
dave-barry's-complete-guide-to-guys,0.275976418570376,0.662859248341931,0.061164333087694,0.023581429624171,0.962232866617539,0.01418570375829,0.081982313927782,0.886330140014738,0.03168754605748,Comedy
day-of-the-dead,0.184649179480553,0.703450058147047,0.1119007623724,0.066804496705001,0.916397467373046,0.016798035921954,0.072231554464401,0.857991988629022,0.069776456906577,Sci-Fi
dead-poets-society,0.281937475878039,0.6530297182555,0.065032805866461,0.02778849864917,0.95175607873408,0.02045542261675,0.104978772674643,0.862987263604786,0.032033963720571,Drama
deadpool,0.218599818158202,0.664501883361476,0.116898298480322,0.054292765294194,0.934017404857774,0.011689829848032,0.075594233017275,0.86647616573581,0.057929601246915,Comedy
dear-white-people,0.27613104524181,0.664586583463338,0.059282371294852,0.047321892875715,0.941584330039868,0.011093777084417,0.096550528687814,0.874848327266424,0.028601144045762,Drama
death-at-a-funeral,0.283201581027668,0.615612648221344,0.101185770750988,0.032806324110672,0.945454545454545,0.021739130434783,0.080632411067194,0.855731225296443,0.063636363636364,Comedy
death-to-smoochy,0.261496715224222,0.665524135961154,0.072979148814624,0.049842902027992,0.937017994858612,0.013139103113396,0.093116252499286,0.866466723793202,0.040417023707512,Crime
deception,0.245947382407653,0.685091682168483,0.068960935423864,0.035875631145363,0.94764815306936,0.016476215785278,0.089024714323678,0.870581982460802,0.04039330321552,Thriller
deep-cover,0.22815768302494,0.683185840707965,0.088656476267096,0.062751407884151,0.927272727272727,0.009975864843121,0.075462590506838,0.864682220434433,0.059855189058729,Crime
defiance,0.259676629103381,0.646905111873265,0.093418259023355,0.062224399804018,0.922913604442267,0.014861995753716,0.0854156459252,0.856442920137188,0.058141433937612,War
despicable-me-2,0.260026610910473,0.657289488690363,0.082683900399164,0.044288158144839,0.944877399733891,0.01083444212127,0.084394601786733,0.858391940695685,0.057213457517582,Comedy
detroit-rock-city,0.302498547356188,0.630912260313771,0.066589192330041,0.052062754212667,0.933178384660081,0.014758861127252,0.085996513654852,0.879488669378268,0.03451481696688,Musical
devil's-advocate,0.24326553051127,0.660940076965366,0.095794392523365,0.045354590434305,0.943650357339197,0.010995052226498,0.108988455195162,0.827102803738318,0.06390874106652,Horror
devil-in-a-blue-dress,0.333286888672147,0.605127490594956,0.061585620732897,0.037898843527937,0.949143096001115,0.012958060470949,0.18475686219869,0.778737634108959,0.036505503692351,Crime
die-hard-2,0.20398293029872,0.72972972972973,0.066287339971551,0.049928876244666,0.929587482219061,0.020483641536273,0.07126600284495,0.87624466571835,0.0524893314367,Action
die-hard,0.222022658192871,0.708344846642719,0.06963249516441,0.065349544072948,0.914202818458138,0.020447637468914,0.086902459242885,0.864879801050014,0.048217739707101,Thriller
diner,0.290811035054968,0.654221115951047,0.054967848993985,0.031943580170089,0.951462352209085,0.016594067620826,0.090437668533499,0.877826177141672,0.031736154324829,Comedy
disturbia,0.224006317451961,0.732166359568307,0.043827322979732,0.023427217688866,0.96472755988418,0.011845222426955,0.069491971571466,0.901684653856278,0.028823374572256,Thriller
dog-day-afternoon,0.229422768572956,0.682522715125601,0.088054516301443,0.067343666488509,0.910342063067878,0.022314270443613,0.074826296098343,0.867584179583111,0.057589524318546,Drama
