Scene Start,Scene End,Valence,Arousal,Dominance,mfcc1,mfcc2,mfcc3,mfcc4
6033,6093,5.33694444444445,3.98194444444444,5.4975,-341.927961897118,139.727989025658,-20.2326111767419,22.049756207808
6148,6210,5.44052631578947,4.30473684210526,5.18605263157895,-134.460103695202,151.48833789265,-9.34771784631137,20.0679711611933
6390,6770,5.17043902439024,4.33434146341463,5.26441463414634,-80.5876887222914,99.3934638645251,-7.31472638456907,24.6502272273364
6780,6810,5.49578947368421,4.10789473684211,5.41815789473684,-289.757390809096,187.442437033795,-21.2398128993927,15.8862525786944
6811,6840,6.16769230769231,4.09615384615385,5.66576923076923,-280.066141084782,185.161549486205,-35.7205667197988,5.91874605946606
106,116,5.5075,4.07,5.461875,-88.786824078663,85.058451592459,5.21428378054484,24.8379339331697
120,159,5.43827586206897,3.73275862068966,5.28862068965517,-114.722043065573,90.4301800661272,18.0011927355852,19.451214789324
160,203,5.22157894736842,3.96052631578947,5.27,-127.283481518114,88.5256250227418,0.222901774691927,19.9090933190422
204,225,5.1005,4.1325,5.3825,-157.147323764639,109.609685440407,7.58988754384468,21.2972934854541
227,231,5.81133333333333,3.66933333333333,5.83533333333333,-167.250120479677,86.7923229204816,11.0090157884727,18.9557187268025
232,250,5.62181818181818,3.97909090909091,5.81727272727273,-81.9340063342407,111.817531235855,-4.77486437515432,23.7370269346301
251,282,5.45755102040816,3.98408163265306,5.47714285714286,-209.414990707696,118.747241043988,-2.48858586896649,20.4061743421018
283,318,5.55290322580645,4.09483870967742,5.63032258064516,-140.765470887941,109.795667381357,1.75961134910916,22.4621566061133
319,370,5.58293103448276,4.00637931034483,5.50862068965517,-63.6899168590898,88.5961466219086,0.489816759508536,17.5860779805826
371,384,5.61909090909091,4.22090909090909,5.23090909090909,-49.0806856293403,131.495467336275,-9.60455557347692,23.0769993483802
385,408,4.73357142857143,4.41714285714286,5.17214285714286,-277.378382745628,165.179838407125,30.3583854818988,30.9750653745324
426,431,5.36181818181818,4.35454545454545,5.38545454545455,-122.815754162831,104.350223740382,3.8321519195131,25.1470085906084
432,444,5.759,4.24,5.625,-178.642794488428,83.6953199844306,17.1296603887895,29.4701502315687
445,540,5.26415384615385,4.28923076923077,5.17492307692308,-31.3784657765258,90.9980316406093,-8.5612898521124,22.5794099823354
545,570,5.47714285714286,4.07857142857143,5.16857142857143,-39.1865612368304,104.089267946628,-8.29677973527065,18.5455388206004
575,590,5.40428571428571,3.71928571428571,5.08857142857143,-170.832017466391,98.5326930490873,7.38629290047572,31.2807041661108
592,595,5.05833333333333,3.64333333333333,4.89333333333333,-156.494746282472,82.9665143249823,3.42950295563479,23.0740237000802
622,783,5.55701612903226,4.05362903225806,5.57314516129032,-238.562240721868,101.124293091378,4.43580075746656,31.9558590850495
784,795,6.13733333333333,4.35533333333333,5.60266666666667,-224.929283684799,120.38673827917,-1.72597036215346,22.1191788099677
796,808,5.95,3.89538461538462,5.61230769230769,-271.512354910978,102.569876449693,1.33127264545554,17.7342288262674
809,879,5.599375,4.1990625,5.384375,-123.140584929722,141.018630333889,3.25942328776965,28.5228186494269
884,890,5.56769230769231,4.21384615384615,5.53384615384616,-395.572757524818,225.299106861857,24.5776854435725,-1.13444490786192
891,960,5.40735294117647,3.57617647058824,5.31323529411765,-277.285891852018,164.38300332208,9.05465870055291,32.1914761350223
961,1042,5.24555555555556,4.01314814814815,5.45833333333333,-283.239073137293,137.186391349668,19.907768440431,33.0393426491166
1043,1062,5.744,3.49733333333333,5.342,-349.009120699463,112.508334517384,5.25494103298444,16.8303516842899
1064,1107,5.45363636363636,3.73030303030303,5.42545454545455,-427.714780960781,105.320229464046,5.66201281516387,21.8164386189518
1108,1159,5.65654545454546,3.81672727272727,5.56454545454545,-316.3270210202,105.665656775406,-3.16600767246666,18.0970980435423
1160,1164,5.41285714285714,3.89428571428571,5.51571428571429,-236.137004345041,119.033212438921,-26.2472560953203,35.8910039551263
1165,1197,5.45969696969697,4.01606060606061,5.4730303030303,-243.867662733879,103.833644078709,-1.26438579368117,18.9709904284418
1198,1202,4.78666666666667,3.59333333333333,5.21,-170.234541148673,104.099400665984,-4.5751325817239,13.2340880752575
1203,1230,5.03384615384615,3.77576923076923,5.27923076923077,-323.169787845639,162.964453220856,7.09760356855996,21.8145283201229
1245,1257,5.90176470588235,4.08,5.63588235294118,-335.278497903054,144.521632190151,-10.9037922207492,27.7287476058535
1258,1366,5.69298387096774,3.85895161290323,5.53532258064516,-357.353452906459,124.273583469757,-4.83503419763995,23.4610494965568
1367,1470,5.47558823529412,3.98686274509804,5.47372549019608,-279.817696842744,115.099976720144,14.7503897733093,25.2643207933655
1471,1589,5.79432432432432,4.03351351351351,5.64033783783784,-324.803409558777,118.497143620358,-5.54900873761998,29.2651308811011
1590,1610,5.0359375,3.9965625,5.2740625,-148.453331328886,131.708948288958,-9.17833314609796,33.6169177002049
1614,1647,5.40016129032258,4.07193548387097,5.38758064516129,-216.500799130701,137.42468738873,-4.55517844052883,33.5314252330796
1648,1691,5.31852941176471,3.53823529411765,5.69235294117647,-123.076768209812,134.118817580399,-14.5591218919109,30.9970879845478
1692,1711,5.34833333333333,4.00861111111111,5.41583333333333,-285.638848093806,131.175129522557,7.76858367865289,25.7827425373654
1712,1770,5.65716981132075,3.90698113207547,5.50471698113208,-287.308122773395,110.615708120777,9.45725673479394,31.8658562049498
1771,1847,5.42045454545455,4.22977272727273,5.28113636363636,-336.182503836118,147.076060595717,9.69994479094383,31.9521023050194
1847,1851,5.59777777777778,3.37666666666667,4.93333333333333,-267.838461990762,131.051876673964,13.5544022080735,44.4605518277535
1852,1900,5.03423076923077,4.49307692307692,5.31346153846154,-153.618854066422,103.196927544798,-3.30962201436873,35.9580562067541
1879,1944,5.07125,4.5875,5.37,-233.781192144309,118.360389501715,-2.82295473791155,30.6700934507271
1901,1915,6.03636363636364,4.15636363636364,5.60818181818182,-298.910150520989,126.655815040824,0.800143461186151,27.2508290311306
1916,1938,4.81764705882353,4.23941176470588,5.33117647058824,-327.987194384454,140.72174744803,-2.90635266189938,31.6343175066986
1945,1960,5.05,4.236,5.472,-23.4961230008525,89.6822075087237,-1.14780965085524,25.7222277622983
1962,2002,5.64655172413793,4.0448275862069,5.58896551724138,-210.399976965834,94.9483886815536,11.7072848379213,32.63909325277
2003,2060,5.10317073170732,4.48975609756098,5.27817073170732,-135.090524033726,91.2020310211713,-7.69242499159868,35.4006767853515
2063,2065,4.81125,4.25625,4.92,-50.7402876863022,91.3553569812048,0.980049928398181,38.2600339324716
2069,2116,5.31526315789474,3.95228070175439,5.31771929824561,-65.0925261117711,115.071849188684,-9.89563413483826,27.2942520715781
2119,2167,4.98178571428571,4.20357142857143,5.2475,-110.739207747153,123.457312610005,-23.7776316265252,18.7923073564226
2168,2180,4.84857142857143,3.78857142857143,5.15714285714286,-283.431147240929,124.283111052292,-4.3202710878268,7.81907211417924
2181,2200,5.25769230769231,4.40384615384615,5.45153846153846,-141.305737063832,126.527913034089,-14.2042688057456,32.5261409578869
2201,2205,5.2225,4.1925,5.65,-8.67239038556576,99.7456447719742,-21.5750654169292,19.7779255792517
2220,2235,5.29916666666667,4.08416666666667,5.51583333333333,-75.99654049281,117.447210766007,-20.689474421092,20.5057487957235
2236,2305,5.21262295081967,4.35262295081967,5.20885245901639,-155.091237661886,94.5452978733203,1.37175409475173,23.178314840163
2306,2320,5.23357142857143,4.43428571428571,5.50285714285714,-255.537705750884,125.926734225329,-13.219350013481,17.0312094882972
2321,2323,5.435,4.24,5.32,-240.947535341424,132.228812162576,-16.4770735673858,-1.15804280311329
2324,2348,5.32631578947368,3.86263157894737,5.29631578947368,-290.231183260858,97.0495400394664,9.56120497301142,34.2329798774986
2349,2442,5.58612244897959,3.83183673469388,5.52591836734694,-315.177501915522,124.369802960124,-11.2155477479619,10.0338547473181
2443,2460,6.13105263157895,4.17263157894737,5.62631578947368,-164.320207119978,101.492808605766,-19.5067638372879,19.697739370099
2461,2470,5.22233333333333,3.95666666666667,5.243,-222.824025598926,119.288585005299,-11.3581874886434,36.6875569515431
2471,2493,5.70913043478261,3.8295652173913,5.29217391304348,-248.918176153322,110.493862674386,-4.81589453344282,22.6321954836696
2494,2520,5.18757575757576,3.8,5.30030303030303,-349.797515599833,115.883176546258,-1.00727811969333,19.5428065537578
2525,2608,5.43333333333333,4.18333333333333,5.51833333333333,-264.681053166864,128.446653907944,-1.53125774722126,30.706538419946
2608,2809,5.325,4.0674,5.3258,-220.338500454043,108.008605839648,7.92065029599803,22.9272318061077
2851,3024,5.47567010309278,4.08536082474227,5.46061855670103,-330.257057281295,121.568328899262,5.929463923173,20.6326453174805
3028,3070,5.31515151515152,4.05787878787879,5.305,-374.060315399605,117.939796667075,14.6741577598746,27.2409458789474
3071,3111,5.48317073170732,3.88195121951219,5.39195121951219,-348.052778500314,117.62205581194,9.52961235467923,32.6303269676779
3140,3194,5.80625,4,5.49425,-359.477665246945,155.053674986835,3.94928747390119,22.0883591024218
3195,3226,5.55363636363636,4.1769696969697,5.40818181818182,-139.527746421685,122.156870626559,-18.1399578028632,27.527745298017
3230,3239,5.064,3.914,5.64,-71.5268127953001,134.046270021316,-8.73844964967389,21.1409719846222
3240,3248,5.65296296296296,3.82888888888889,5.38962962962963,-345.447835090451,94.9566549691292,-27.4004404254317,18.9052671846972
3249,3253,5.01666666666667,4.14166666666667,5.55166666666667,-5.58246545648981,94.9397985396704,-6.25724655130582,33.6920934674158
3254,3262,5.798,4.134,5.618,26.6511703514207,96.3201566210948,6.23962181558366,35.5163089820822
3263,3269,6.162,3.533,6.035,-179.097246583931,125.484765560577,7.17496858509274,22.9977385194917
3270,3318,5.58138888888889,3.92638888888889,5.53111111111111,-253.464188794574,66.058694019667,-5.50631855343974,21.989579622411
3319,3380,5.72411764705882,3.82803921568627,5.56509803921569,-347.556102298373,114.822748434689,2.18393877094119,21.9239714350458
3381,3396,4.82166666666667,3.69333333333333,5.445,-239.769691314412,120.429486194061,1.0058309405005,18.1292554323638
3397,3411,5.51166666666667,3.90888888888889,5.65055555555556,-359.66500213019,128.263316796246,13.5026169823919,25.7769432731755
3412,3484,5.72111111111111,3.83066666666667,5.68711111111111,-382.851084384521,117.471831604486,16.303760929274,29.591822535115
3485,3498,5.3964705882353,4.00294117647059,5.24647058823529,-133.628601421407,140.390063008132,-5.68968843316635,19.9517900912255
3505,3536,5.61020408163265,3.71918367346939,5.57816326530612,-216.555462223219,119.730129691395,-1.38965893765496,30.0472096251739
3537,3545,5.45945945945946,3.94243243243243,5.28432432432432,-223.099277393925,129.989506035553,23.344534649861,39.6300684695136
3546,3555,4.93555555555556,3.80333333333333,4.81888888888889,-211.445926582681,138.482249411767,7.66801462688875,26.1012535749921
3565,3581,5.64333333333333,4.00952380952381,5.59809523809524,-212.679201484967,102.256048520012,23.3587407784733,27.0284537131878
3582,3590,4.96333333333333,4.30166666666667,4.88333333333333,-222.198023587502,132.444641363051,14.1956195359106,36.5937336948402
3591,3613,5.6544,3.9756,5.5872,-267.818985208903,132.876284760731,6.10578019862043,29.1034013651819
3614,3654,5.515,3.83214285714286,5.29071428571429,-287.573107847733,197.865561848392,15.6053491090284,25.8198547934123
3655,3684,5.50394736842105,4.25526315789474,5.41078947368421,-226.820159539993,112.294995659402,10.6565287932853,29.9577156299474
3685,3690,5.122,4.295,5.024,-160.153871904938,114.638849065335,15.2704699379447,24.7033248767911
3693,3715,5.006,3.498,5.414,-120.989585521346,105.782000550181,6.85777966890918,29.5431325031276
3717,3793,5.40947368421053,3.91605263157895,5.48842105263158,-216.486704652982,158.316432808656,16.1765887340394,31.2347916212385
3795,3843,5.10904761904762,4.20079365079365,5.23968253968254,-142.450867201439,108.213817338054,-3.83028499560486,27.3858901793656
3855,3898,4.91142857142857,4.12666666666667,4.94095238095238,-193.882200418641,120.63096710991,8.48037900295426,28.0837303909166
3899,4080,5.39919117647059,3.92985294117647,5.45014705882353,-74.0641123244727,94.1418028246728,-15.3451399067803,23.0150363155183
4081,4101,6.13333333333333,4.44333333333333,5.45166666666667,-266.8309742987,115.224139983401,-9.35516506189682,21.9284192596542
4102,4110,5.2025,4.37,4.96333333333333,-204.493188672616,83.814993285036,8.89417267553144,24.9725150744991
4111,4120,6.57714285714286,4.19142857142857,5.76,-194.921763305102,155.40089859782,-19.5894944367109,27.6523087886546
4121,4131,5.74333333333333,4.08777777777778,5.38777777777778,-205.785094711171,99.1403916987184,-13.8670680165589,15.7769666450294
4132,4147,5.42222222222222,3.67333333333333,5.57888888888889,-100.492220043734,104.024910638973,-6.8553986568465,23.321765412391
4147,4180,5.10095238095238,3.9552380952381,5.23666666666667,-182.224168730273,80.3155302437738,6.52781257102384,25.3947940808032
4183,4185,4.66,6.215,4.82,-277.549780731057,131.172432260743,21.8434602378244,18.4875194306104
4187,4234,4.73666666666667,4.17466666666667,5.134,-248.897982089106,78.4377918088525,-4.28139355712853,23.6870880357704
4237,4297,6.2087037037037,4.09944444444445,5.89925925925926,-158.774680937089,103.360123795138,-0.297473051064743,25.5567163977528
4298,4381,5.647,4.0756,5.5602,-336.02507747394,114.167672668149,5.89432216903409,33.324775059569
4382,4435,5.68051724137931,3.84,5.46103448275862,-294.978147034709,101.662824893833,-9.46356838247609,21.0908169111434
4437,4475,5.3764,3.6444,5.4868,-388.452500303879,90.5325026286852,9.65403639242721,37.1906737989158
4479,4570,5.6388,3.8464,5.6452,-315.787420259702,89.1664443727539,-2.89960444475547,30.1193730739293
4572,4643,5.31181818181818,3.97863636363636,5.43659090909091,-338.396223271898,123.59470322245,16.6634228233938,37.2651678889692
4645,4660,6.06583333333333,4.04333333333333,5.895,-330.143476625468,133.623830544473,11.8125136602012,30.9464459302155
4661,4680,5.69,3.591,5.625,-216.29179776561,114.671308939843,-15.7990023414526,26.0995081943051
4680,4700,5.99375,4.675,5.97875,-377.044374788111,134.056752935026,-10.9003501306832,11.1904258599328
4705,4719,6.83,4.39333333333333,5.87,-365.437296296783,131.033888360594,-2.37891583673258,24.3869042048651
4720,4765,5.74939393939394,4.22424242424242,5.6730303030303,-346.637101161112,118.757098839737,11.5395307400365,15.9030895248502
4766,4800,6.14384615384615,4.16846153846154,5.94846153846154,-302.414400651101,119.77738731578,-4.10373637285473,24.6052729863025
4810,4867,5.95230769230769,3.93769230769231,5.35461538461539,-320.99026661321,111.093592263566,9.50939181025039,26.547605014966
4870,4889,5.164375,3.72,5.325625,-357.699687824793,79.6760200101975,-9.82652290343031,29.7479508560202
4909,4954,5.28736842105263,4.03368421052632,5.5121052631579,-309.135939228945,110.404491524209,43.3521783811506,35.6742980681754
4955,5005,5.8124,3.8176,5.654,-347.499849600549,127.892981527687,-0.906019469943874,21.8099823912458
5006,5028,5.18583333333333,3.83833333333333,5.33833333333333,-303.996724414267,127.242646781087,-9.72544706447166,16.6229767975218
5029,5033,6.43,4.265,5.585,-365.484260160056,114.678312916385,-3.46486702869304,27.4978650138953
5035,5102,5.56684931506849,3.88534246575343,5.42739726027397,-356.00947036825,95.5786843453802,9.29770900387326,30.3124623389504
5103,5135,5.4705,4.2785,5.244,-161.439555081843,131.413161590604,-2.81559679588077,34.8629953384393
5136,5220,5.6595652173913,3.85021739130435,5.46760869565217,-372.624174465615,96.2596322487112,5.10054993085189,33.1330121158178
5222,5269,5.6875,3.96291666666667,5.41375,-352.70093075685,105.398072037863,-5.58810180809844,20.0721988536584
5280,5307,5.30685714285714,3.84114285714286,5.33628571428571,-391.391443684823,160.078208600681,23.7816407106374,28.1660625546532
5309,5384,5.11272727272727,4.09772727272727,5.20454545454545,-186.104828263896,143.6061710996,5.84886515882132,23.8236800478628
5385,5431,5.33192307692308,4.07615384615385,5.53346153846154,-387.58299931206,147.768495797199,15.0308521790421,29.4199985803416
5434,5450,4.923125,4.0225,5.051875,-122.205366880183,129.372178095075,-7.12134210074763,21.6535620950752
5455,5490,5.77891891891892,4.07216216216216,5.60162162162162,-208.561757584879,80.6945364930468,0.299874455551037,27.2514307888177
5491,5520,5.83468085106383,3.89042553191489,5.84595744680851,-278.59901692897,109.958850749859,23.5719143579332,39.6009250821117
5521,5552,5.47,3.76310344827586,5.49862068965517,-336.375068760632,108.090149324366,22.1787979245801,23.7077036877905
5553,5644,6.18108695652174,3.92108695652174,5.93934782608696,-454.490114902174,114.751748064272,22.3716998864349,18.620669303917
5645,5650,6.0075,3.921875,5.679375,-171.004232421691,153.736314391733,-5.31165402405685,26.5765409512673
5653,5685,5.42589285714286,3.90375,5.48285714285714,-190.034837561362,124.746691899761,1.69784013012106,39.9883361918714
5686,5690,5.59714285714286,3.93428571428571,5.43142857142857,-196.167769990984,158.937494432349,-0.035286471397191,30.9921104602759
5691,5695,5.553,4.011,5.487,-151.739939001105,118.81659656561,8.33832899731521,20.6164423236248
5696,5701,5.916,3.412,5.568,-175.326939656712,138.865808684897,-2.9605268433166,20.7128898143254
5702,5715,5.13473684210526,3.97526315789474,5.52894736842105,-133.072973298667,107.821887473352,0.959185714888107,20.2391702743156
5717,5740,4.97904761904762,4.16619047619048,5.29904761904762,-177.582592300436,127.755573981428,-2.71905629662282,22.5576671330863
5742,5775,5.53181818181818,4.15136363636364,5.19045454545455,-229.409377086249,111.309742655099,-5.82000993441117,43.4033813541649
5805,5840,4.215625,4.305625,4.73125,-237.966562838144,117.110798063383,5.00813337261959,31.5329495154878
5865,5883,5.14111111111111,4.14722222222222,5.08722222222222,-197.837582482142,104.714686430261,1.23182753061382,35.6561903073453
5885,5900,5.41454545454546,3.89818181818182,5.35272727272727,-182.106593406217,139.429494302961,-0.927439892840474,20.628291520064
5905,5920,4.89181818181818,3.65181818181818,5.12909090909091,-272.032655843927,125.763790641621,7.90851445690666,21.275012284444
5923,5965,5.24605263157895,3.73078947368421,5.5371052631579,-190.572091196572,117.265978063094,-4.97390282296948,18.9509549316432
5966,6120,5.23523076923077,3.79107692307692,5.38569230769231,-136.474360384715,113.051170849218,-12.5424066345444,23.9737203308844
6121,6142,5.06454545454545,3.71818181818182,5.39090909090909,-291.395479673532,133.280819806013,-20.0062816292614,18.9758925189614
6143,6148,6.24,3.88,5.796,-259.236529763948,105.140794229616,-25.2722704891125,22.7773969039785
6149,6154,5.7225,3.65,5.54,-257.979704997454,98.7483966304638,-29.8347379001035,26.3515378835669
6155,6157,5.465,4.12,6.145,-357.184210340941,162.815650116765,-35.4090403755679,20.5234576699813
6157,6165,4.673,4.702,5.212,-273.194517871276,152.378201074842,-38.2243014482175,20.300335816802
6166,6224,5.38457142857143,4.08371428571429,5.46514285714286,-147.218956444479,105.444483626266,-10.935407072381,21.0862390582984
6225,6245,5.1604347826087,4.04217391304348,5.27260869565217,-78.17772163062,79.7897186594116,-4.8759425775942,25.5077805688341
6250,6258,5.4575,3.78625,5.51625,-148.569185804645,94.2449844168509,-17.5016661554977,16.5367495757253
6259,6273,4.565,4.49571428571429,5.36857142857143,-149.42125862061,94.8345357640258,2.88201037521522,13.4827477813156
6274,6276,5.03,4.19666666666667,5.36111111111111,-192.848148020858,102.800680125862,3.4679449958649,10.0636261084889
6277,6281,3.8275,5.795,4.55,-139.022112696453,134.815953452699,-19.5816741276284,10.192158896382
6282,6313,5.74,3.559,5.7315,-297.022214941439,129.444945257811,15.3035418885277,27.8702447005196
6314,6355,5.50653846153846,4.285,5.50346153846154,-252.455399798231,86.6362348356297,16.8789840530667,16.9006051470704
6371,6413,5.54491228070175,3.85491228070175,5.50684210526316,-141.602956841101,98.1944426338471,-7.40762099547017,30.6026570482819
