Movie,Vader Compound,Vader Neg,Vader Pos,Vader Neu,Genre
panic-room,-1,0.114,0.065,0.822,Drama
papadopoulos-&-sons,1,0.078,0.153,0.769,Drama
paranorman,-1,0.142,0.076,0.782,Comedy
pariah,1,0.075,0.116,0.809,Drama
paul,0.9999,0.096,0.11,0.795,Comedy
peeping-tom,1,0.063,0.098,0.839,Drama
peggy-sue-got-married,1,0.075,0.145,0.78,Comedy
perfect-creature,-1,0.108,0.083,0.81,Drama
pet-sematary-ii,-1,0.106,0.074,0.82,Horror
pet-sematary,-0.9998,0.105,0.097,0.798,Horror
petulia,0.9999,0.101,0.112,0.787,Drama
philadelphia,1,0.09,0.133,0.777,Drama
phone-booth,-0.9571,0.111,0.102,0.787,Thriller
pi,-0.9995,0.089,0.08,0.831,Thriller
pineapple-express,-1,0.153,0.096,0.751,Thriller
pirates-of-the-caribbean-the-curse-of-the-black-pearl,1,0.085,0.115,0.8,Comedy
pitch-black,-0.9999,0.111,0.088,0.801,Thriller
platinum-blonde,1,0.08,0.131,0.788,Comedy
pleasantville,1,0.055,0.127,0.818,Drama
point-break,-0.9915,0.096,0.095,0.809,Drama
precious,1,0.079,0.21,0.711,Drama
predator,-1,0.124,0.059,0.817,Thriller
pretty-woman,1,0.075,0.149,0.776,Comedy
pride-and-prejudice,1,0.083,0.167,0.749,Drama
priest,-0.9999,0.11,0.093,0.797,Action
prom-night,0.9953,0.092,0.092,0.816,Thriller
prometheus,-1,0.11,0.08,0.81,Adventure
psycho,-0.9984,0.086,0.083,0.831,Thriller
public-enemies,-0.9991,0.088,0.084,0.828,Drama
pulp-fiction,-0.9999,0.128,0.115,0.757,Drama
purple-rain,0.9988,0.115,0.116,0.769,Drama
quantum-project,0.6122,0.081,0.079,0.84,Drama
queen-of-the-damned,1,0.084,0.127,0.789,Horror
rachel-getting-married,1,0.081,0.147,0.772,Drama
raging-bull,0.9998,0.1,0.111,0.79,Drama
raising-arizona,0.9988,0.079,0.084,0.837,Comedy
rambling-rose,1,0.118,0.133,0.75,Drama
rear-window,1,0.071,0.089,0.839,Thriller
red-riding-hood,-1,0.125,0.085,0.79,Horror
reindeer-games,-0.9999,0.108,0.095,0.797,Drama
remember-me,1,0.087,0.122,0.791,Drama
reservoir-dogs,-1,0.149,0.09,0.761,Thriller
revolutionary-road,1,0.086,0.142,0.772,Drama
ringu,-0.9999,0.087,0.061,0.852,Thriller
rise-of-the-guardians,1,0.072,0.118,0.811,Adventure
rise-of-the-planet-of-the-apes,-0.9998,0.102,0.089,0.809,Drama
rko-281,1,0.09,0.112,0.798,Drama
robin-hood-prince-of-thieves,-1,0.147,0.12,0.733,Drama
rocknrolla,1,0.083,0.115,0.801,Comedy
romeo-&-julie,1,0.117,0.14,0.744,Drama
ronin,-0.9997,0.095,0.089,0.816,Thriller
room,1,0.076,0.106,0.818,Drama
roughshod,-0.9995,0.072,0.062,0.866,Western
runaway-bride,1,0.07,0.127,0.803,Comedy
rush-hour-2,-0.9952,0.104,0.103,0.793,Comedy
rush,0.9996,0.111,0.118,0.771,Drama
rushmore,1,0.079,0.112,0.809,Comedy
rust-and-bone,0.9998,0.084,0.099,0.817,Drama
s.-darko,-0.9994,0.085,0.079,0.835,Thriller
save-the-last-dance,1,0.092,0.12,0.788,Drama
saving-mr.-banks,1,0.082,0.133,0.784,Drama
saving-private-ryan,-1,0.13,0.104,0.767,Drama
schindler's-list,1,0.087,0.106,0.807,Drama
scott-pilgrim-vs-the-world,0.9929,0.115,0.119,0.766,Comedy
scream-2,-1,0.145,0.09,0.765,Thriller
scream-3,-1,0.167,0.1,0.733,Thriller
scream,-1,0.131,0.099,0.77,Thriller
se7en,-1,0.111,0.08,0.809,Drama
semi-pro,1,0.095,0.145,0.759,Comedy
sense-and-sensibility,1,0.097,0.156,0.747,Drama
serenity,-1,0.108,0.081,0.811,Thriller
sex-and-the-city,1,0.053,0.147,0.8,Drama
sexual-life,1,0.098,0.133,0.769,Drama
shakespeare-in-love,1,0.092,0.132,0.776,Drama
shallow-grave,0.9963,0.088,0.096,0.817,Drama
shame,1,0.087,0.129,0.784,Drama
she's-out-of-my-league,1,0.106,0.157,0.737,Comedy
sherlock-holmes,-0.9997,0.098,0.09,0.813,Thriller
shifty,-0.9998,0.107,0.092,0.802,Thriller
shivers,0.9999,0.08,0.094,0.826,Sci-Fi
shrek-the-third,1,0.093,0.141,0.765,Comedy
sideways,1,0.081,0.14,0.779,Drama
signs,-0.9975,0.066,0.06,0.874,Drama
silence-of-the-lambs,-0.9894,0.1,0.098,0.802,Drama
silver-bulle,-0.9981,0.099,0.098,0.804,Horror
silver-linings-playbook,1,0.091,0.16,0.748,Drama
simone,1,0.079,0.127,0.794,Drama
sister-act,1,0.08,0.133,0.788,Comedy
sleepless-in-seattle,1,0.07,0.114,0.816,Drama
sleepy-hollow,-1,0.12,0.076,0.804,Horror
sling-blade,1,0.079,0.128,0.793,Drama
slither,0.9994,0.104,0.114,0.781,Comedy
slumdog-millionaire,1,0.078,0.111,0.811,Drama
smashed,1,0.106,0.149,0.745,Drama
smokin'-aces,-1,0.129,0.074,0.797,Drama
snatch,-0.9966,0.107,0.107,0.786,Comedy
snow-falling-on-cedars,-0.9998,0.115,0.105,0.78,Drama
snow-white-and-the-huntsman,-0.9998,0.116,0.102,0.782,Drama
so-i-married-an-axe-murderer,1,0.09,0.144,0.766,Thriller
solaris,-0.9997,0.11,0.092,0.798,Drama
soldier,-1,0.134,0.082,0.785,Drama
someone-to-watch-over-me,1,0.087,0.115,0.798,Drama
something's-gotta-give,1,0.084,0.145,0.771,Drama
source-code,-0.9999,0.101,0.079,0.82,Thriller
south-park,-0.9998,0.134,0.128,0.738,Comedy
spanglish,1,0.08,0.129,0.79,Drama
spare-me,-0.9863,0.089,0.088,0.823,Thriller
spartan,-0.9999,0.066,0.054,0.88,Drama
speed-racer,1,0.086,0.121,0.792,Action
sphere,-0.9999,0.094,0.076,0.83,Thriller
spider-man,0.9994,0.088,0.094,0.818,Action
st.-elmo's-fire,1,0.103,0.126,0.771,Drama
star-trek-nemesis,1,0.087,0.111,0.802,Drama
star-trek,-0.9996,0.103,0.102,0.795,Action
star-wars-1,0.9889,0.097,0.094,0.809,Action
star-wars-2,0.9997,0.108,0.113,0.779,Action
star-wars-3,-1,0.14,0.095,0.765,Action
star-wars-4,-1,0.12,0.09,0.79,Action
star-wars-5,-0.9998,0.113,0.101,0.786,Action
star-wars-7,-1,0.131,0.087,0.782,Action
starman,-0.9976,0.076,0.07,0.855,Drama
state-and-main,1,0.054,0.093,0.853,Comedy
station-west,0.9998,0.087,0.099,0.814,Western
storytelling,0.9999,0.111,0.169,0.72,Drama
strange-days,0.9988,0.1,0.105,0.795,Drama
strangers-on-a-train,0.9998,0.082,0.092,0.827,Drama
sugar,1,0.062,0.129,0.809,Drama
sunset-blvd,1,0.072,0.103,0.824,Drama
sunshine-cleaning,0.9994,0.096,0.1,0.803,Drama
super-8,-1,0.118,0.08,0.802,Thriller
superbad,-0.9999,0.134,0.116,0.75,Comedy
supergirl,1,0.091,0.114,0.795,Action
surrogates,-1,0.11,0.082,0.808,Thriller
suspect-zero,-1,0.101,0.072,0.827,Drama
sweeney-todd-the-demon-barber-of-fleet-street,1,0.094,0.127,0.78,Drama
swordfish,0.9998,0.084,0.099,0.817,Thriller
"synecdoche,-new-york",1,0.099,0.13,0.772,Drama
syriana,1,0.075,0.117,0.808,Drama
take-shelter,1,0.06,0.094,0.847,Drama
taking-lives,1,0.12,0.161,0.719,Drama
taking-sides,1,0.082,0.132,0.786,Drama
tall-in-the-saddle,-0.9991,0.085,0.078,0.836,Romance
tamara-drewe,1,0.109,0.132,0.759,Drama
ted,1,0.092,0.138,0.77,Comedy
terminator-2-judgement-day,-1,0.098,0.077,0.825,Drama
terminator-salvation,-1,0.107,0.078,0.815,Thriller
the-abyss,-1,0.11,0.069,0.82,Thriller
the-addams-family,0.9985,0.074,0.087,0.839,Comedy
the-adventures-of-buckaroo-banzai-across-the-eighth-dimension,-1,0.105,0.084,0.811,Comedy
the-american,0.9951,0.087,0.085,0.828,Drama
the-amityville-asylum,-0.9997,0.113,0.107,0.78,Horror
the-anniversary-party,1,0.094,0.178,0.729,Drama
the-artist,0.9999,0.089,0.107,0.804,Drama
the-assignment,-0.9998,0.097,0.094,0.809,Thriller
the-avengers,-1,0.127,0.098,0.775,Action
the-bachelor-party,1,0.062,0.104,0.833,Drama
the-back-up-plan,1,0.088,0.133,0.778,Comedy
the-battle-of-shaker-heights,0.9999,0.091,0.117,0.792,Drama
the-believer,-1,0.112,0.09,0.798,Drama
the-best-exotic-marigold-hotel,1,0.072,0.135,0.793,Drama
the-big-blue,1,0.072,0.122,0.806,Drama
the-big-white,0.9998,0.095,0.107,0.799,Drama
the-birds,0.9974,0.083,0.085,0.831,Drama
the-black-dahlia,-0.9999,0.099,0.089,0.812,Drama
the-blind-side,1,0.075,0.105,0.82,Drama
the-bling-ring,1,0.061,0.124,0.815,Drama
the-book-of-eli,-0.9996,0.112,0.107,0.782,Drama
the-boondock-saints,-1,0.135,0.086,0.779,Drama
the-bourne-identity,-1,0.101,0.079,0.819,Drama
the-bourne-supremacy,-1,0.097,0.059,0.844,Drama
the-bourne-ultimatum,-1,0.085,0.049,0.866,Thriller
the-box,0.9999,0.055,0.081,0.864,Drama
the-breakfast-club,-0.9938,0.11,0.108,0.782,Drama
the-brothers-bloom,0.9973,0.098,0.104,0.798,Drama
the-butterfly-effect,-0.9999,0.123,0.103,0.774,Drama
the-cell,-0.9999,0.112,0.1,0.788,Thriller
the-change-up,1,0.118,0.154,0.728,Comedy
the-cider-house-rules,1,0.079,0.115,0.806,Drama
the-cincinnati-kid,1,0.063,0.114,0.823,Drama
the-cooler,1,0.094,0.122,0.784,Drama
the-croods,0.9946,0.098,0.099,0.804,Comedy
the-crow-city-of-angels,-1,0.111,0.071,0.818,Thriller
the-crow,-1,0.136,0.088,0.776,Drama
the-curious-case-of-benjamin-button,1,0.061,0.098,0.842,Drama
the-damned-united,1,0.081,0.143,0.776,Drama
the-dark-knight-rises,-1,0.123,0.086,0.791,Thriller
the-day-the-clown-cried,0.9999,0.095,0.106,0.799,Drama
the-day-the-earth-stood-still,0.9999,0.085,0.103,0.812,Drama
the-debt,-0.9192,0.087,0.085,0.828,Drama
the-deer-hunter,-0.9999,0.101,0.085,0.814,Drama
the-departed,-1,0.113,0.09,0.797,Drama
the-descendants,1,0.087,0.123,0.79,Drama
the-distinguished-gentleman,1,0.08,0.143,0.777,Comedy
the-doors,-0.9998,0.126,0.12,0.754,Drama
the-fabulous-baker-boys,1,0.067,0.133,0.8,Drama
the-family-man,1,0.054,0.132,0.813,Comedy
the-fault-in-our-stars,1,0.093,0.164,0.743,Drama
the-fifth-element,1,0.095,0.119,0.786,Drama
the-fighter,-0.9868,0.101,0.101,0.797,Drama
the-flintstones,1,0.067,0.105,0.828,Comedy
the-french-connection,-0.9999,0.074,0.053,0.873,Thriller
the-fugitive,-1,0.085,0.064,0.851,Thriller
the-getaway,-0.9987,0.08,0.077,0.843,Drama
the-godfather-part-ii,1,0.077,0.117,0.806,Drama
the-godfather,1,0.089,0.113,0.798,Drama
the-graduate,1,0.06,0.11,0.831,Drama
the-green-mile,-1,0.141,0.099,0.76,Drama
the-grifters,1,0.088,0.116,0.796,Drama
the-grudge,-0.9999,0.089,0.067,0.844,Thriller
the-hangover,1,0.095,0.147,0.758,Thriller
the-haunting,-1,0.107,0.084,0.809,Thriller
the-hebrew-hammer,1,0.086,0.12,0.794,Comedy
the-help,1,0.078,0.124,0.798,Drama
the-hills-have-eyes,-0.9999,0.12,0.093,0.787,Thriller
the-hitchhiker's-guide-to-the-galaxy,0.9999,0.089,0.105,0.805,Comedy
the-horse-whisperer,1,0.064,0.159,0.777,Drama
the-hudsucker-proxy,1,0.08,0.114,0.807,Comedy
the-ice-storm,1,0.074,0.1,0.826,Drama
the-ides-of-march,1,0.074,0.116,0.81,Drama
the-imaginarium-of-doctor-parnassus,0.9997,0.116,0.122,0.762,Adventure
the-insider,0.9995,0.072,0.083,0.845,Drama
the-invention-of-lying,-0.9996,0.135,0.132,0.732,Comedy
the-iron-lady,1,0.085,0.145,0.77,Drama
the-island,-1,0.094,0.081,0.825,Drama
the-italian-job,0.9992,0.087,0.094,0.819,Thriller
the-jacket,-0.9998,0.106,0.1,0.794,Drama
the-kids-are-all-right,1,0.105,0.14,0.755,Drama
the-king's-speech,0.9999,0.102,0.121,0.777,Drama
the-king-of-comedy,1,0.054,0.136,0.811,Drama
the-kingdom,-1,0.114,0.096,0.791,Drama
the-ladykillers,0.9998,0.093,0.106,0.801,Comedy
the-last-boy-scout,-1,0.144,0.098,0.758,Thriller
the-last-flight,1,0.086,0.129,0.786,Drama
the-last-of-the-mohicans,-1,0.115,0.084,0.801,Romance
the-last-samurai,-0.9999,0.115,0.106,0.779,Drama
the-last-station,1,0.09,0.149,0.761,Drama
the-life-of-david-gale,0.9995,0.09,0.099,0.811,Drama
the-limey,0.9999,0.082,0.108,0.81,Drama
the-lincoln-lawyer,-0.9932,0.091,0.094,0.815,Drama
the-long-kiss-goodnight,-1,0.142,0.095,0.763,Drama
the-lord-of-the-rings-fellowship-of-the-ring,-0.9967,0.101,0.095,0.804,Action
the-losers,-1,0.122,0.092,0.785,Thriller
the-majestic,1,0.066,0.124,0.81,Drama
the-man-who-knew-too-much,1,0.062,0.085,0.853,Drama
the-man-who-wasn't-there,0.9929,0.088,0.091,0.822,Drama
the-manchurian-candidate,0.9997,0.106,0.109,0.785,Thriller
the-mask,1,0.085,0.115,0.801,Drama
the-master,1,0.083,0.125,0.793,Drama
the-matrix-reloaded,-1,0.11,0.072,0.818,Thriller
the-matrix,-1,0.103,0.079,0.818,Thriller
the-mechanic,-0.9988,0.101,0.096,0.803,Thriller
the-men-who-stare-at-goats,-0.9999,0.108,0.095,0.796,Comedy
the-miracle-worker,-0.9957,0.09,0.073,0.837,Drama
the-mummy,-1,0.143,0.09,0.767,Action
the-next-three-days,-0.9999,0.093,0.074,0.834,Drama
the-nines,0.9993,0.088,0.095,0.816,Drama
the-other-boleyn-girl,1,0.091,0.132,0.777,Drama
the-pacifier,0.9999,0.098,0.114,0.789,Thriller
the-perks-of-being-a-wallflower,1,0.088,0.167,0.745,Drama
the-pianist,-0.9998,0.103,0.087,0.81,Drama
the-postman,0.9977,0.099,0.102,0.798,Drama
the-power-of-one,1,0.086,0.115,0.799,Drama
the-private-life-of-sherlock-holmes,1,0.062,0.091,0.846,Drama
the-producer,0.9999,0.101,0.129,0.77,Comedy
the-program,0.9989,0.106,0.109,0.785,Drama
the-prophecy,-1,0.115,0.093,0.792,Thriller
the-proposal,1,0.095,0.144,0.761,Drama
the-queen,0.9998,0.078,0.091,0.831,Drama
the-rage-carrie-2,1,0.088,0.121,0.79,Thriller
the-reader,0.9997,0.086,0.096,0.818,Drama
the-relic,-1,0.115,0.084,0.801,Thriller
the-replacements,0.9978,0.106,0.11,0.784,Comedy
the-revenant,-1,0.099,0.069,0.832,Drama
the-road,-1,0.111,0.073,0.816,Drama
the-rock,-1,0.113,0.069,0.818,Action
the-rocky-horror-picture-show,1,0.09,0.142,0.768,Comedy
the-roommate,1,0.085,0.125,0.79,Drama
the-ruins,-1,0.099,0.061,0.84,Thriller
the-salton-sea,-0.9998,0.103,0.094,0.803,Drama
the-sandlot-kids,0.9999,0.088,0.107,0.805,Drama
the-searchers,-0.9929,0.074,0.072,0.854,Drama
the-sessions,1,0.075,0.154,0.771,Drama
the-shining,1,0.06,0.108,0.832,Thriller
the-shipping-news,1,0.098,0.127,0.775,Drama
the-siege,-1,0.105,0.082,0.813,Drama
the-social-network,1,0.055,0.114,0.83,Drama
the-stuntman,-1,0.119,0.103,0.777,Drama
the-surfer-king,1,0.054,0.117,0.828,Comedy
the-sweet-hereafter,0.9997,0.088,0.101,0.81,Drama
the-taking-of-pelham-one-two-three,-1,0.093,0.071,0.836,Drama
the-talented-mr.-ripley,1,0.079,0.115,0.806,Drama
the-terminator,-1,0.099,0.069,0.832,Drama
the-thing,-1,0.111,0.052,0.838,Thriller
the-things-my-father-never-taught-me,0.9994,0.071,0.165,0.764,Comedy
the-three-musketeers,1,0.105,0.133,0.763,Comedy
the-time-machine,0.9997,0.086,0.092,0.822,Action
the-tourist,0.9999,0.071,0.093,0.835,Drama
the-truman-show,-0.9999,0.088,0.073,0.84,Drama
the-ugly-truth,1,0.121,0.152,0.727,Comedy
the-verdict,0.9999,0.073,0.096,0.831,Drama
the-visitor,1,0.071,0.141,0.788,Drama
the-way-back,-1,0.102,0.078,0.82,Drama
the-whistleblower,-0.9993,0.099,0.091,0.81,Drama
the-wild-bunch,-1,0.106,0.076,0.818,Action
the-wolf-of-wall-street,0.9999,0.09,0.111,0.799,Comedy
the-woodsman,0.9999,0.086,0.108,0.805,Drama
the-world-is-not-enough,-1,0.111,0.078,0.811,Thriller
the-wrestler,0.9999,0.09,0.11,0.801,Drama
the-x-files-fight-the-future,-0.9999,0.079,0.067,0.854,Thriller
thelma-&-louise,0.9998,0.096,0.104,0.8,Drama
thirteen-days,-0.9999,0.102,0.095,0.803,Drama
this-boy's-life,1,0.092,0.132,0.776,Drama
this-is-40,1,0.115,0.155,0.729,Comedy
thor,0.9937,0.105,0.107,0.788,Action
three-kings-(spoils-of-war),-1,0.115,0.1,0.786,Action
three-kings,-1,0.13,0.086,0.785,Action
three-men-and-a-baby,0.9999,0.104,0.118,0.779,Comedy
thunderheart,-0.9999,0.091,0.077,0.832,Thriller
ticker,-0.9999,0.11,0.082,0.808,Thriller
timber-falls,0.9899,0.108,0.107,0.785,Thriller
tin-cup,1,0.079,0.115,0.805,Drama
tin-men,1,0.071,0.107,0.822,Drama
tinker-tailor-soldier-spy,1,0.08,0.12,0.8,Drama
titanic,1,0.073,0.106,0.821,Drama
tmnt,0.9993,0.093,0.096,0.811,Drama
to-sleep-with-anger,1,0.081,0.105,0.813,Drama
tomorrow-never-dies,-0.9999,0.094,0.085,0.821,Thriller
total-recall,-0.9997,0.094,0.085,0.82,Thriller
traffic,1,0.084,0.109,0.807,Drama
trainspotting,-0.9999,0.129,0.109,0.762,Drama
transformers-the-movie,-0.9998,0.104,0.094,0.802,Action
tron-legacy,-0.9779,0.107,0.105,0.787,Action
tron,1,0.062,0.087,0.85,Action
true-lies,-0.9999,0.094,0.086,0.82,Thriller
twilight-new-moon,0.9999,0.109,0.124,0.767,Drama
twilight,1,0.093,0.121,0.787,Drama
twin-peaks,0.9999,0.087,0.105,0.808,Drama
twins,1,0.077,0.127,0.796,Comedy
two-for-the-money,1,0.087,0.123,0.79,Drama
u-turn,0.9983,0.128,0.135,0.738,Drama
unbreakable,-0.9955,0.081,0.077,0.842,Drama
under-fire,-0.9999,0.113,0.101,0.786,Drama
unknown,-0.9933,0.088,0.085,0.827,Drama
up-in-the-air,1,0.071,0.136,0.793,Drama
up,1,0.073,0.116,0.812,Drama
v-for-vendetta,0.9987,0.112,0.118,0.77,Drama
valkyrie,0.9984,0.102,0.106,0.792,Drama
vanilla-sky,1,0.097,0.156,0.747,Thriller
very-bad-things,-0.9999,0.138,0.114,0.748,Thriller
wag-the-dog,0.9995,0.087,0.095,0.818,Comedy
walking-tall,0.9998,0.078,0.129,0.793,Drama
wall-e,-0.9995,0.093,0.08,0.827,Drama
wall-street-money-never-sleeps,1,0.075,0.113,0.812,Drama
wall-street,1,0.076,0.115,0.809,Drama
wanted,-1,0.112,0.059,0.829,Thriller
war-horse,0.9999,0.103,0.117,0.78,Drama
war-of-the-worlds,-0.9998,0.09,0.077,0.833,Thriller
warm-springs,1,0.075,0.117,0.808,Drama
warrior,-0.9998,0.11,0.099,0.791,Drama
watchmen,-1,0.134,0.108,0.758,Thriller
water-for-elephants,1,0.094,0.126,0.781,Drama
we-own-the-night,1,0.08,0.104,0.816,Drama
what-about-bob,1,0.083,0.129,0.787,Comedy
what-lies-beneath,1,0.087,0.116,0.797,Drama
when-a-stranger-calls,0.995,0.077,0.081,0.842,Thriller
while-she-was-out,-1,0.114,0.075,0.811,Drama
white-christmas,1,0.052,0.13,0.818,Comedy
white-jazz,-1,0.121,0.088,0.791,Drama
white-squall,-0.9961,0.099,0.097,0.804,Drama
whiteout,-0.9999,0.094,0.078,0.828,Drama
who's-your-daddy,1,0.079,0.156,0.766,Comedy
wild-hogs,1,0.091,0.128,0.781,Comedy
wild-things-diamonds-in-the-rough,-0.9998,0.113,0.103,0.783,Drama
wild-things,0.9994,0.087,0.095,0.819,Drama
wild-wild-west,0.9998,0.093,0.102,0.805,Comedy
willow,-0.9998,0.107,0.096,0.797,Comedy
win-win,1,0.088,0.199,0.713,Drama
wind-chill,-1,0.113,0.065,0.822,Thriller
witness,0.9983,0.084,0.089,0.827,Drama
wonder-boys,1,0.079,0.114,0.807,Drama
x-men-origins-wolverine,-0.9998,0.106,0.094,0.799,Thriller
xxx,-0.9999,0.104,0.086,0.809,Thriller
year-one,0.9999,0.096,0.115,0.789,Comedy
yes-man,1,0.076,0.167,0.757,Comedy
you-can-count-on-me,1,0.08,0.121,0.799,Drama
youth-in-revolt,1,0.084,0.118,0.798,Drama
zero-dark-thirty,-0.9993,0.087,0.084,0.828,Drama
zerophilia,1,0.104,0.145,0.751,Comedy
