Time,mfcc1,mfcc2,mfcc3,mfcc4
1.022,-935.956918721588,-92.8700450704289,59.2128312944898,-13.6105241459521
2.136,-751.868896035757,12.2206431822657,45.2876247580639,8.38370678558102
3.251,-578.317837301834,112.690368565353,38.1382590349748,18.3533908005675
4.365,-354.811471787352,139.55592407961,43.6747042020136,26.9515126064695
5.48,-212.822561558532,95.4627930681033,45.8973324731048,16.9792725967703
6.594,-128.294650919755,72.9632650216934,26.451401729229,24.8145674697329
7.709,-78.3338520579361,60.2673719752658,10.5128719627343,24.7411657058751
8.824,-145.020388202735,108.541932107021,-0.66643347000438,21.7645747855932
9.938,-198.112054937874,141.691767756911,-6.37210330165733,13.013419486012
11.053,-168.457962849445,142.252434126563,-7.88416740115448,14.8817556022907
12.167,-204.316597356644,175.607256569709,-25.2071204023252,24.5672138610431
13.282,-208.146982267533,157.087838782718,-34.5132750468393,24.6994533537097
14.396,-245.490572342249,193.479165247658,-19.2129618120446,18.5741001836723
15.511,-239.294737967516,187.918811378456,-19.4768735438825,14.4670909201084
16.625,-197.753911573848,136.389418538012,-21.3126495284025,35.445553992133
17.74,-126.14334976923,86.9623582135603,8.55804510445385,29.9618311386316
18.854,-116.464604019614,95.7694842516136,9.34629098496391,21.6122173105819
19.969,-156.5202395493,108.149550084999,3.93787447128751,26.4135337684723
21.084,-244.82794946682,131.581629315133,9.91492452196069,24.4747810500588
22.198,-326.474575072443,137.586079465083,32.7097470731546,25.5882608725457
23.313,-320.126519261057,109.943773531728,55.6061704031062,28.0500876035902
24.427,-380.291575739227,167.647163568518,45.7884474381319,23.9537265344136
25.542,-408.749966458003,204.963675807497,23.8687130226358,20.8086179050428
26.656,-404.377686991835,207.459559055953,18.397003467089,16.9625419525357
27.771,-386.306612335865,213.132984510114,15.0351561304108,18.998616958646
28.885,-342.33863148998,219.797029601866,7.3848206901688,12.311157278997
30,-179.291603753073,175.290977597422,-14.255522710946,28.3217825197381
31.115,-51.3004359628624,85.5421864577795,6.12957886805601,28.3483563560032
32.229,-103.563701917382,90.4650319896361,-0.154907412593974,1.33342685664271
33.344,-141.971000623938,76.7576176761924,-3.87654758917842,-7.06062880058909
34.458,-143.412090899063,68.5399472806361,-15.3483644854531,-6.68950927972329
35.573,-118.229658259064,69.925128278268,-8.79923884635683,3.86232218572696
36.687,-72.5902525072784,78.3086946567301,-9.63723679240049,11.3098713421017
37.802,-2.48344720607539,70.7063664096671,-5.79547496643234,19.1278163461903
38.916,-73.9111506387508,112.666227482375,-8.50871900113171,14.874024711705
40.031,-145.096544850177,72.7856757207878,18.2399947066826,12.4353761476928
41.145,-217.747670369512,44.3857105310402,2.24513341293419,4.52563715340306
42.26,-473.423322976378,189.860927715023,52.6462298453226,17.4936412952526
43.375,-360.840656932171,171.446670840843,-20.6818872112857,12.7847921350779
