Time,mfcc1,mfcc2,mfcc3,mfcc4
1.022,-948.965142837696,-98.65506200108,64.9591729420455,-12.5027129801521
2.136,-286.477111211581,169.128633308057,-7.70417272189346,45.3705149327497
3.251,-246.29177198839,158.26735315967,-16.5524944731707,53.1795898185785
4.365,-213.85278680669,127.619140864205,-29.6091528752306,61.5777352838303
5.48,-270.253181615319,148.82286551939,-11.7417995421589,50.3679932616782
6.594,-128.593220281041,97.9050970651717,-43.3199068271831,47.3956426071349
7.709,-148.554116009009,107.577586091028,-54.3519050894382,37.2787587871133
8.824,-162.110833964035,101.041724801127,-54.8696473669442,35.8074133571868
9.938,-170.611259394274,106.522343347783,-56.7651638564404,35.650160559159
11.053,-127.351522623712,99.26002312254,-32.2607761232305,59.0819615766781
12.167,-190.834897360078,89.4170105353544,-49.0092605013301,50.7546112940434
13.282,-139.470188804379,110.302196690173,-45.0171349807043,50.4663014367544
14.396,-173.622922179554,103.444994041872,-47.803972266488,49.2064875375856
15.511,-133.230045028276,128.463519486536,-40.5134784905281,51.365180595378
16.625,-157.835193221429,104.729564593251,-50.8462157941164,48.9828592666012
17.74,-110.179664540148,113.964325604283,-41.5889106453745,52.9107778687714
18.855,-113.401609003477,113.587398138553,-33.3401333037819,60.6630059610783
19.969,-312.414221508633,148.781938830039,-13.9479005574888,36.8072923358953
21.084,-697.274535075001,56.7262780582815,39.5122741084575,-3.35805959250168
22.198,-770.689590972915,7.44486324052359,53.858613813672,-0.56654302458071
23.313,-816.638880086822,-7.68714207868145,65.9866576025028,1.99005108258027
24.427,-848.540186863471,-25.4330927519601,65.4732375011575,0.813699226782463
25.542,-849.286679868535,-24.4019560402375,65.8953308533881,0.92938162098506
26.656,-846.63913032227,-24.8856388804942,65.3387461198085,0.128087679027759
27.771,-845.956867986615,-26.1963758013219,64.6967069377636,1.13917296067574
28.886,-642.203424958727,17.8579366889423,49.395473101644,10.4906327983505
30,-19.4548731454296,70.3405967723919,-25.6670347710395,37.1268191649367
31.115,-90.8896890573887,86.655926046072,-40.9883237772157,18.427206373783
32.229,-61.2613048002326,75.4199295175851,-47.7781566605301,10.5902137533044
33.344,-52.2739836388471,78.6295838682237,-41.1995658829803,13.6791470659018
34.458,-41.5138707778158,86.2790189541117,-34.8077113396549,17.0567869619379
35.573,-47.4388293706753,95.0311015722052,-30.2629599053419,25.6219797587023
36.687,-18.8897289533852,89.5098448324309,-18.4633132525697,32.0337864748963
37.802,-20.2276311412153,81.5906425349573,-11.9664224991341,32.63246683306
38.917,-32.0950462427426,97.51262021024,-15.784108640005,33.8988124049806
40.031,-29.9289009083972,82.1246911028671,-11.557458140473,24.1009177665837
41.146,-30.6028725528561,92.4963405288412,-13.1217145287869,33.053276708631
42.26,-32.2740829765271,77.730511796648,-11.0086262901448,24.2571128108804
43.375,-19.2782622848842,96.9475011018444,-14.666245321892,30.5999926501309
44.489,-12.6514120073883,78.9185978033115,-20.7306182377128,26.8418671405299
45.604,-48.102369943732,110.860344889221,-22.6543433530564,36.055409473216
46.718,-21.9149836255602,86.1615781826761,-15.1250389394363,30.5732370657989
47.833,-42.5981475117029,82.7719463850099,-12.8714458964061,28.8889146580661
48.948,-39.2507390841345,95.150415366614,-18.8344044089777,29.4325486917068
50.062,-33.796820946888,79.7513900826759,-13.2310197690282,29.6136238013976
51.177,-61.6646615510575,94.3301870999376,-19.3062026339378,32.5659950540018
52.291,-57.4369307506413,87.9196257673586,-11.3900082902031,27.91678731012
53.406,-59.3719687132852,96.2880223379897,-24.3787600051396,29.6600999991791
54.52,-20.2552523742187,87.1167060519678,-18.7795288804388,31.9420758179023
55.635,-97.3296445266782,98.8424297908926,-28.1814217269243,31.495893517857
56.749,-134.072366610581,123.839982223695,-27.4000392203556,36.2410700575775
57.864,-96.9909383594789,106.978329553988,-29.5768625630152,33.3469182230655
58.979,-105.891012068166,112.533258245359,-30.3652313167458,39.010636189499
60.093,-129.463796243396,130.68565498382,-24.6069543068634,39.7515053744791
61.208,-129.611964165577,123.811273808616,-29.4157002320988,35.5902307946267
62.322,-95.0396479528871,108.464175327088,-29.9035259384875,29.8934985720212
63.437,-102.083564736822,114.157050285168,-23.9403973891505,35.0743588550074
64.551,-124.796249844325,132.206164978283,-22.628595932749,34.2421401709734
65.666,-103.867726492804,125.215868527058,-33.751668249432,32.7613980811276
66.78,-65.7844131904469,107.915611352959,-39.5466161312068,33.0187759126164
67.895,-64.3604276866903,93.2885944382684,-40.4762397662359,28.4346988826573
69.01,-43.9253808793461,99.3758068703407,-26.6448905603632,27.4664506108017
70.124,-39.5626445203102,90.2028511444789,-31.8207669031129,27.9976285352748
71.239,-36.8317117849406,89.696860337818,-33.1546613761781,22.7798630417741
72.353,-87.2023744611948,71.3120491175873,-36.5109597478821,17.8529306206142
73.468,-68.0435962745175,106.165340589831,-30.1281464545869,32.7179961540051
74.582,-90.3539983236094,113.605226907782,-35.8184549540453,32.7723411411292
75.697,-74.616313716916,100.219725681934,-33.4148807979338,33.4348148536903
76.811,-44.369253679219,123.454559965436,-24.5219404245275,33.0772428383134
77.926,-28.8966420920266,74.2114721726213,-6.28705553589938,34.9930659539619
79.041,-75.3437849119747,111.16447472428,-27.5131312117765,31.4687255677259
80.155,-98.3151543665514,127.730239183859,-27.9124129584051,30.4268852282711
81.27,-88.2321634324581,122.472674077039,-17.0796695802544,29.8199271145167
82.384,-80.9778768769277,131.41803846655,-25.3298575147811,29.9718858173245
83.499,-104.4279720439,114.694458035937,-18.3986013972386,27.1438287118711
84.613,-94.9933877930357,129.231038435102,-24.6916895747445,28.2203004522947
85.728,-107.930983051829,116.441499365146,-26.343522630632,32.5148354582218
86.843,-94.2344497381868,139.412527905363,-31.8156686475194,32.4378088192616
87.957,-74.7168231181367,127.258564230207,-33.0826358476936,32.6069883222705
89.072,-74.6957149304906,126.025356755459,-33.5343047112855,34.4209908236782
90.186,-57.8442064505646,111.622247712757,-29.0333202477425,34.594507981184
91.301,-60.3548186610414,121.115478849028,-28.9876876746621,32.4412469535691
92.415,-57.5893865123073,115.832886544835,-33.8871474864771,31.4788283838
93.53,-52.6193585787811,127.791038668015,-28.826209122215,29.7376999812362
94.644,-44.4002377004025,97.2318471671338,-22.2664861831487,28.2710104645463
95.759,-33.0341762563555,72.7777104624618,-19.3155740580353,29.4501959679872
96.874,-84.7027182671418,72.0458138080639,-45.4996899142985,25.3267245232731
97.988,-84.3942124314551,89.7722101418366,-46.060916355797,23.4118512010413
99.103,-124.836510551913,154.416208869422,-34.4189620636828,29.1822049436868
100.217,-175.772562447328,181.205896398444,-34.2759858731654,28.3375907680296
101.332,-130.416184663476,159.726576504192,-33.8990725284159,32.3171698459112
102.446,-94.1955598395446,135.916678699604,-35.5794672199483,33.656612878772
103.561,-174.472244158018,126.976562855182,-28.6833126375372,34.1668607069858
104.675,-150.811963939115,108.17519457794,-28.1359530703628,34.7554582011058
105.79,-101.154028279489,120.164594353517,-38.1604168969591,28.0505733914847
106.905,-113.430512351449,118.016120079849,-33.4208418417683,28.2489168799787
108.019,-113.743046974217,116.043394886501,-33.7758657774661,31.3515943618326
109.134,-98.0155155827003,110.001238019753,-29.5248507956202,31.5507715489434
110.248,-114.605505807956,116.655892743571,-32.3355032582617,33.5613560440522
111.363,-117.261052683067,118.8683108053,-31.4271032399432,34.4516604393145
112.477,-196.695944216669,134.179511350051,-29.0817864445932,35.4850296760793
113.592,-310.382899589276,136.01126957632,-25.912725690605,4.62002102033437
114.706,-351.387082280401,123.934382457551,-30.3916586697952,9.67778890457334
115.821,-322.408598537522,128.106335036624,-29.2967000488075,9.46442512092515
116.936,-320.340929428796,145.152173030794,-27.8936786071988,2.76397453039538
118.05,-307.21987505976,138.800287470012,-30.1165150024026,13.7958485310103
119.165,-312.658266806773,152.208255111026,-23.7401818673876,7.43391133373608
120.279,-324.444037435291,161.299932688049,-15.4468794164877,11.0690153692827
121.394,-227.325188744077,162.17707125856,-25.7639863834204,33.825021325433
122.508,-179.782570427186,150.310682406443,-29.1343529920679,32.2703232822794
123.623,-118.669945981121,127.949748798392,-36.8910117258395,27.5113785795277
124.737,-81.3228661782578,123.963846190075,-28.3855529267888,27.1958810056463
125.852,-81.4750423996329,147.044939804708,-51.3323326296352,42.1505291063633
126.967,-126.166882576111,166.61829909123,-32.2022063346265,46.556378275878
128.081,-16.1295285637022,78.6147495529568,-9.84059098587706,34.9086792836691
129.196,-35.5054007782255,99.3815160303823,-15.6909926128766,50.7399237225214
130.31,-3.52387443383879,110.062459220867,-14.158251520591,53.9891794833092
131.425,74.8020982492158,112.763239236556,-6.91613618806562,44.0180980694143
132.539,-14.9671151162932,144.170717982249,-19.6532174635304,45.176548815165
133.654,-13.3114333740069,149.711072366649,-26.9093900531362,43.3413195256816
134.768,2.2503156830972,136.910616110085,-20.5820043470356,52.2927094263106
135.883,32.0897703443113,142.844042324043,-28.8119884295517,48.4983220100496
136.998,37.4922890035454,148.566305729058,-27.5609787342901,38.4553571639142
138.112,38.9933257340143,120.92745030321,-26.3409296869589,49.5550088860115
139.227,35.8887846949548,110.275540369048,-21.0740911998873,55.8237367486587
140.341,53.2810442318665,124.76221599995,-27.6188047455722,39.6659014345154
141.456,34.1820241352056,132.93039663312,-26.4138407727487,37.0155339024212
142.57,15.1175166845716,139.906131802944,-27.1855141145026,46.211837281896
143.685,35.185947857171,133.829717576129,-23.735252649505,43.9932845911624
144.799,3.76781457827498,127.093883352401,-7.80324954376249,46.370085587073
145.914,-54.6554119322498,145.771117428347,4.61970261242153,71.1617126645117
147.029,-79.736534899971,160.977802823706,-5.62935014630072,58.5542219852343
148.143,12.2568630335696,101.628551283527,-25.6482623705145,39.1188053498005
149.258,48.2299838321666,134.339790127722,-40.6483573347582,44.6596458387686
150.372,102.10226412873,107.045791227585,-12.3679176823861,35.7663197762506
151.487,87.7157761626024,112.549483865896,-24.775174447733,39.1331122858692
152.601,76.2762633685303,126.062532261399,-26.2286316101303,34.0560614559662
153.716,73.6309751506364,128.802684533974,-29.2650448888251,37.5555394133651
154.83,83.3301813234215,120.045824169786,-18.0266935565098,41.7371608980691
155.945,-22.9202646344024,182.06687683712,-36.0143562051413,44.267303371936
157.06,-164.510147579219,199.762026368789,-23.1007181360979,46.0155921573759
158.174,-76.4387651030527,161.927198187718,-20.452711119505,50.6850890811296
159.289,-132.354152903778,178.471823904663,-28.4737813733142,55.290870836347
160.403,-195.905788575697,187.05242213726,-25.7463713132538,55.0156692090191
161.518,-154.616857724704,176.982423092301,-23.1618476490064,49.5090545430627
162.632,-122.527796543963,164.957331685119,-25.7565627564899,61.3212910367876
163.747,-83.5163781313878,142.235855432405,-26.8545887597065,60.1070814292177
164.861,-117.097580204734,174.975280852218,-28.0182975888518,54.8785187324311
165.976,-156.267315559311,184.006194796775,-26.5677687190041,44.8950176178446
167.091,-186.982130393213,181.478876835992,-27.9061861224597,42.9130868193033
168.205,-63.5790059194996,212.922097192618,-49.5003773820788,29.0699016798635
169.32,-124.593897273924,193.735345010268,-47.5136634096969,34.9201438375495
170.434,-109.875282121124,159.938202570966,-51.4395254559936,45.3366734636989
171.549,-124.217140739103,156.309020448959,-39.4878491387852,38.0519980379278
172.663,-155.611655366471,147.885245092767,-30.456942961311,45.5469304167889
173.778,-150.966508233565,139.197279748025,-37.4444628308445,49.3600118324283
174.892,-184.208582258376,146.91175285915,-41.3508334356501,50.7901222710134
176.007,-184.232260397554,155.86868723339,-29.5377953359054,53.1752146043617
177.122,-128.245031599213,140.714704377651,-29.5365444389682,47.064072749628
178.236,-129.740601934887,151.023983712501,-34.3624472108442,48.8240764873639
179.351,-210.156816938448,176.128359375155,-24.1034621183353,45.5199184155731
180.465,-139.377345434443,137.377759397738,-7.2072087147984,40.6709408771329
181.58,-131.190580549244,137.353452614994,-11.0413571349206,44.0395080614346
182.694,-217.075334626689,176.834884892234,-17.4750644970144,42.7170481800591
183.809,-188.455646321094,175.560466680284,-12.6056248866498,32.0429112122944
184.923,-131.790272661442,148.888727341618,-18.6792122856607,40.5014044330247
186.038,-134.389283294568,152.918164964396,-24.9841739694096,40.3522825477524
187.153,-133.501243107876,136.930346612792,-41.3680536574056,37.5026755446519
188.267,-151.076194221585,135.109804912286,-29.0171803873532,38.8420703070157
189.382,-131.150250033429,140.214632786004,-29.5066441573006,48.131524976559
190.496,-169.329982872587,144.514877024821,-18.5990477213458,35.6302622483623
191.611,-163.11195753767,133.361349953709,-44.0542102516502,46.9147706203067
192.725,-250.449006309323,204.145262113632,-36.8433863976564,32.3105190749625
193.84,-109.833158002456,194.37887911124,-63.1532305554792,19.488739516037
194.954,-161.856974177232,195.941760314908,-40.6035018728993,20.7194170199555
196.069,-213.072582757894,192.019629846439,-34.1121287917923,40.0136399382735
197.184,-82.6992109363781,193.530555549312,-85.8592398753254,13.024013513141
198.298,-102.573633303672,206.279070982239,-88.6234510351083,11.6856564810732
199.413,-135.273951687542,121.284382373782,-16.2886801183841,35.3245977766135
200.527,-80.1666891243402,129.432185110545,-26.8760365214298,50.9981846786895
201.642,-81.5877334074552,130.791544609585,-33.8934924175467,47.4524340879762
202.756,-66.0855869202438,129.193288229193,-33.9201560915416,39.2533262177927
203.871,-85.8470795806666,137.682543153707,-40.2168388285322,52.3315910217774
204.985,-63.8540821894725,117.1246421336,-29.8353389182698,39.2894997517042
206.1,-42.6594672937066,90.7313260443596,-8.22161574326193,33.9291367517558
207.215,-123.998298262479,167.596965178092,-33.3873619426557,49.3956498616335
208.329,-162.701133439123,208.501481094673,-44.2852992783487,41.4134901651994
209.444,-176.624144534965,221.57005342339,-23.9427953457155,34.3498806370493
210.558,-152.47906264605,218.795901356556,-27.8316844152081,33.7329706718554
211.673,-116.431300111143,231.583137712496,-65.4587719286497,16.1635316317709
212.787,-128.96001430958,205.853408046952,-42.67554362942,20.8126250551267
213.902,-167.056018190932,184.27725918106,-24.8813648256092,30.9733447335345
215.016,-203.452754813603,218.463170030856,-55.773539768463,22.5529009949999
216.131,-164.366531009011,245.695516336649,-68.1165717992753,4.78341206207871
217.246,-183.650591748273,252.624870603992,-37.9515969990336,8.9332452189979
218.36,-205.487161955551,234.405570193875,-33.786379358028,35.4962693821982
219.475,-133.486336423827,215.038699973467,-69.0625445111953,25.0163478948662
220.589,3.04739526871618,81.8619938520038,-33.5448628957342,53.4079969928601
221.704,-43.3334173970021,73.2664254335371,-25.9024875584288,66.0143935288302
222.818,-86.4977872491541,111.360283578791,-15.575630521275,68.4562994607368
223.933,-46.3334636650425,112.423157652793,-20.8870018688207,52.5641997661643
225.047,51.9369142452339,127.295839268665,-50.133432085079,43.7744910740936
226.162,36.0873088757917,160.227327661139,-27.4081781498304,31.3342096414862
227.277,-30.4063749101927,179.316043010239,-49.7770936764267,40.4200636452945
228.391,9.07316062888539,159.788695665859,-55.398049231187,45.1754853522669
229.506,1.17968031274948,151.32433818347,-64.1813290436966,43.2792805740117
230.62,45.4716647287594,133.624803837778,-64.6766575206348,36.4932848611336
231.735,38.8171923003587,142.796237095387,-65.7646308548598,41.6388249974066
232.849,-14.802281947909,155.193061883249,-76.0922988195116,42.531032552562
233.964,-19.7370424808246,155.503685052304,-70.7815422660371,47.0791619418733
235.078,-6.23758679845237,155.772624449054,-74.0185179649658,43.500710391835
236.193,9.02438780530366,148.401004866362,-79.1675962890067,42.6684001439253
237.308,10.4803366571773,160.322620506166,-70.8476815513309,43.8303987638242
238.422,24.7012325847135,143.526659207604,-68.3000035769332,42.2846420291117
239.537,36.7678753809879,139.335291982337,-64.8119002332499,43.5349576035704
