Scene Start,Scene End,Valence,Arousal,Dominance,Audio Energy,Spectral Centroid,mfcc1,mfcc2,mfcc3,mfcc4
614,640,5.96742857142857,3.73971428571429,5.68171428571429,0.030951019961096,2386.36541391518,-256.552979325734,91.7151493787653,-4.96945577425028,31.2221845479908
641,851,5.67385321100918,3.87426605504587,5.47050458715596,0.131837741454665,2333.6372082415,-105.387483347411,97.1806973394457,0.201766308572495,22.7746391170039
860,870,6.13588235294118,3.87529411764706,5.92411764705882,0.021838443761272,2401.80077881115,-299.444421661891,97.4838879735889,-2.14830039135543,18.668496258989
871,892,5.68684210526316,4.13894736842105,5.44578947368421,0.020642964676677,2492.52485559398,-306.374221897224,90.6946792403075,5.93371442758018,30.1810108356764
893,950,5.81673469387755,3.64428571428571,5.67897959183674,0.018065631807403,3183.04370790102,-322.354693284859,61.2330636648429,5.73392903271002,28.1702509023374
951,1003,5.57854545454546,3.656,5.50454545454546,0.041214323508009,2337.06757659273,-206.145216987078,92.249071080411,-33.6273834790421,14.2438979467313
1004,1016,7.25,3.71,6.13,0.024714790067692,1515.22798090291,-278.890747243933,136.244305075173,-18.9925936893823,24.6668843200378
1017,1039,5.6825,3.8275,5.75916666666667,0.023864999186829,1809.57784726958,-294.867384025063,118.941979183824,10.7057026312128,23.9860409998231
1040,1334,5.84235294117647,3.94781045751634,5.69555555555556,0.016121286491145,2533.18277841118,-338.800034025115,88.2413896507269,7.15744158814473,24.341064044491
1335,1340,5.30333333333333,3.34666666666667,5.57666666666667,0.016187056842419,2234.94499394031,-276.928279979138,103.461819349435,0.883757659142713,15.2067628924429
1341,1351,5.82565217391304,3.7604347826087,5.65869565217391,0.025839584064422,2074.06473003497,-250.917375570067,105.019127034896,-5.11892323057438,28.3117509287392
1352,1467,5.91308411214953,3.82046728971963,5.61289719626168,0.019415546884717,2234.05332745111,-311.015930258734,103.828990212078,0.183618000492329,20.9458517847874
1468,1490,5.67611111111111,3.73555555555556,5.52222222222222,0.066350662232675,2371.98507519183,-149.146316172616,95.2422827138913,5.87897848305393,17.1924561838045
1526,1569,6.35631578947368,4.04736842105263,5.95578947368421,0.028082363442581,2264.68223122967,-276.196958901127,100.17008705954,2.28934734144609,21.0792058175366
1570,1612,5.56791044776119,3.83253731343284,5.4910447761194,0.024873675124156,2779.37037962334,-275.387023144509,76.2271665822985,1.01672287247689,29.7592133365286
1613,1619,6.09294117647059,3.59705882352941,5.75882352941176,0.019056091712875,2601.68796466862,-252.940340048867,86.9044523015956,-6.74985446390195,15.4271856906731
1620,1830,5.62615384615385,3.69902564102564,5.52015384615385,0.020372579199234,2319.15185103456,-319.522595998763,97.2205394378074,13.709936036602,23.6086116619603
1831,1865,5.404375,3.9565625,5.4365625,0.018308829630567,2323.60836294032,-304.574539219063,91.3245254011117,19.9742619523678,34.9864642302059
1866,1887,5.18125,4.231875,5.194375,0.026969723328523,1137.08315204363,-325.89230662261,150.26995115533,20.9273644247391,24.737119920979
1888,2190,5.59318965517241,3.84969827586207,5.53150862068966,0.055915124099282,2573.08834510972,-194.593369614573,86.9890258172858,7.60971489850024,23.488632228576
2191,2230,5.70227272727273,4.19363636363636,5.55,0.052811223092107,2125.84302856248,-189.758553885743,107.445991921461,-10.6072476346371,13.76736193847
2231,2235,5.65857142857143,4.04428571428571,5.83428571428571,0.204149143885504,1709.69017115697,-77.1168131613366,113.349964349353,8.87210270425927,32.5587882539079
2236,2300,5.66891304347826,4.35130434782609,5.65152173913044,0.198030446524968,2226.17988086,-23.8538608997874,99.3213308387025,-0.965790996311462,23.8562768001523
2301,2470,5.57096551724138,4.15151724137931,5.44593103448276,0.119878273973077,2501.24563871773,-99.9573616189094,87.1634357358553,-0.632669436649912,27.8546148070323
2471,2552,5.91802469135803,3.87666666666667,5.53851851851852,0.012067300131189,3278.57973729927,-354.043163650548,55.3053911938668,15.1122547270898,32.8511052169289
2553,2566,5.8275,3.7175,6.375,0.00668940427894,2127.61277896353,-398.611577998968,103.748707168982,-42.2221292353538,-34.2530472978244
2567,2573,6.215,4.045,6.47,0.010967721765576,2040.91610258836,-367.006139094443,107.540727433913,-44.0803455261651,-27.0272536607817
2574,2580,5.25583333333333,3.415,5.53083333333333,0.018416867050195,1877.61947428239,-329.357648529369,117.493379582605,-57.7773599102255,-43.0175053608436
2581,2590,5.78272727272727,4.26818181818182,5.39454545454545,0.027901625235042,2298.00572013633,-331.444383527889,98.402967609828,-50.220048144603,-27.8359469081883
2591,2667,5.48983333333333,4.00616666666667,5.691,0.018197067252086,3118.11013503241,-314.037461219941,60.9971169093941,6.05790007901552,32.446637663528
2668,2672,5.835,3.85,5.225,0.012130129700459,2479.01074832659,-333.841707545104,84.2602626682891,-19.0244911351932,29.8362899959638
2673,2680,5.62,3.65666666666667,5.82333333333333,0.010493201511797,2863.78434749232,-352.344863898882,72.9443208063429,2.80184635359705,27.3143128140409
2681,2699,5.9,4.69,5.63,0.090756031761567,1444.29735199223,-163.125746060074,147.272634066273,-14.0455728291846,19.9813279941921
2700,2715,5.740625,4.125625,5.425,0.066354258772668,1888.68095211752,-194.39562481317,112.524623073483,16.8603500253875,33.8501079152115
2716,2725,5.62142857142857,3.38571428571429,5.86285714285714,0.013928789681327,3053.79367794155,-311.395713943837,71.1255739926076,5.35365594432957,14.6325022627333
2726,2775,5.57,3.86862745098039,5.48509803921569,0.042270350546338,2738.33299692115,-247.86542216178,73.2282095164011,9.31741884736391,33.498088049111
2776,2828,5.26470588235294,3.87294117647059,5.60147058823529,0.023759964835609,1456.44190021079,-329.688590729713,136.387513689086,21.2714677825739,22.9638254224802
2829,2855,5.50060606060606,3.9530303030303,5.37909090909091,0.050021372436798,3327.76230796621,-222.641711950831,61.5580219015075,44.3447259074983,33.511027569655
2856,2867,5.48833333333333,4.19166666666667,5.62333333333333,0.074583522167366,3304.1307798276,-147.199984914665,63.6728440539626,26.2924072179856,17.8012896881141
2868,3094,5.65379912663755,4.02572052401747,5.60886462882096,0.033084528632421,2941.07770304439,-272.853147772793,67.2014901526349,7.07736380127312,28.2646691705759
3095,3099,5.105,3.04,5.52,0.033091108679611,1665.86186173351,-247.231405228219,132.892106536713,-20.8075302689562,19.8888249242182
3100,3161,5.13285714285714,4.11111111111111,5.50809523809524,0.030506039221871,2238.70912803314,-284.838040492381,99.5775048165301,-8.01876693629194,20.0394731774226
3162,3287,5.81494623655914,4.0110752688172,5.67290322580645,0.016213402901193,2883.61715866956,-348.376667916005,71.3309826623591,3.54975879604808,29.5579548216046
3288,3390,5.58884615384616,3.89930769230769,5.556,0.059179032021552,2536.51762046517,-170.172649501346,87.5978979042928,-18.2740119455475,12.6754160458512
3391,3580,5.60281437125749,3.97562874251497,5.69353293413174,0.030944568436867,2057.71217670275,-277.462987153032,110.925428380324,6.38118468240847,23.432079157334
3581,3615,5.63538461538461,3.94846153846154,5.94538461538462,0.064244763417499,2110.16169407634,-177.349275641001,105.110964015247,-3.79511214006748,28.9257815066983
3616,3645,5.91969696969697,3.90666666666667,5.87969696969697,0.127799275981355,2733.67705502738,-75.6138416971972,77.9668205517441,8.89436579786247,22.4187520838966
3646,3653,5.6325,3.36125,5.70125,0.211473667544908,1321.13422197049,-100.791957452468,135.411878983412,-2.54497300122801,26.5302431184106
3654,3659,6.21666666666667,4.29222222222222,5.55888888888889,0.151225740010222,2732.96794976407,-79.650297237038,68.5894697663385,21.8685994131871,35.9070542188258
3660,3682,5.22666666666667,4.38111111111111,5.68666666666667,0.103958402342578,1956.92036213598,-159.331284396739,109.557871607837,-9.56376333489639,26.220800243377
3683,3689,5.59333333333333,4.21583333333333,5.14833333333333,0.135963891154223,2355.04621903165,-72.3317781541034,90.9025130154583,6.1670491144587,26.250384349534
3690,3695,5.47,3.3475,5.77125,0.131702424752387,2197.31706462883,-70.5617532017543,103.69689416461,-16.9671289149551,15.6497084284275
3696,3712,5.035,3.92178571428571,5.15357142857143,0.250223698219034,2190.52818104651,-9.49195680425752,96.8160666063764,-3.11492488931688,20.6571417115526
3713,3719,5.41,3.854,5.776,0.18076351422227,2049.10157795403,-40.6045435420112,109.786377317074,-6.30326056281945,17.1144369304111
