Time,Audio Energy
1.022,8.66151845655763E-05
2.136,8.79114999892358E-05
3.251,0.029255595762535
4.365,0.065712281287939
5.48,0.060895383667524
6.594,0.074005985061873
7.709,0.059037414682752
8.824,0.062760106611339
9.938,0.04240890515981
11.053,0.043174545640986
12.167,0.067447146359032
13.282,0.114761317293018
14.396,0.099099330732213
15.511,0.134210847014933
16.625,0.115441203357136
17.74,0.123814420178738
18.855,0.132919304444518
19.969,0.162020304546213
21.084,0.193574866179149
22.198,0.016328892744536
23.313,0.00905764178347
24.427,0.016483717821063
25.542,0.017678406457902
26.656,0.035542009696061
27.771,0.035132933390749
28.885,0.028312301825166
30,0.030419123470337
31.115,0.028306531157999
32.229,0.039062347293082
33.344,0.032659501149754
34.458,0.039162080230425
35.573,0.046867825200941
36.687,0.052747104630975
37.802,0.047428459618235
38.916,0.06395507008621
40.031,0.053547855585232
41.146,0.036352529103018
42.26,0.040428038350181
43.375,0.045049904527111
44.489,0.033596760888282
45.604,0.092731790464161
46.718,0.151636413739061
47.833,0.131876821485938
48.947,0.080699615343404
50.062,0.030474158393436
51.177,0.009161449166695
52.291,0.004390241391463
53.406,0.003544260996796
54.52,0.003088126304942
55.635,0.003029188995866
56.749,0.003054982689681
57.864,0.004593429754563
58.978,0.006989182670634
60.093,0.011903783215171
61.207,0.020656861569837
62.322,0.036500102279554
63.437,0.052779868444
64.551,0.094834603158984
65.666,0.125359095581391
66.78,0.233324241703802
67.895,0.528161001887606
69.009,0.228534010060411
70.124,0.101603865441925
71.238,0.060776791324375
72.353,0.051469281402267
73.468,0.071531225681011
74.582,0.072260403050836
75.697,0.089522753503941
76.811,0.089764549109144
77.926,0.097390708310737
79.04,0.101328969111711
80.155,0.088305150253948
81.269,0.09774827661494
82.384,0.106925629876333
83.499,0.115335021679584
84.613,0.16650561026841
85.728,0.079578936623076
86.842,0.08245728692298
87.957,0.052558947295086
89.071,0.051597916078624
90.186,0.108515156500033
91.3,0.25790452059162
92.415,0.225479990269388
93.529,0.165835850314229
94.644,0.212772185245127
95.759,0.233789193909092
96.873,0.210627741138583
97.988,0.212183793782356
99.102,0.200557699289868
100.217,0.217216532485982
101.331,0.244151257503752
102.446,0.238477386301194
103.56,0.203009633066731
104.675,0.182077907721609
105.79,0.210974192794046
106.904,0.24047447090027
108.019,0.196880848071427
109.133,0.206135268988796
110.248,0.200958719214144
111.362,0.174541025614553
112.477,0.180888089410394
113.591,0.192291267068011
114.706,0.201072270688685
115.821,0.180833590624025
116.935,0.165795177561982
118.05,0.16568371277499
119.164,0.131104962641203
120.279,0.18970122470385
121.393,0.179893093946814
122.508,0.108886528339919
123.622,0.160200476724711
124.737,0.172384380827124
125.852,0.117073656401399
126.966,0.155173387295883
128.081,0.109814915356442
129.195,0.198998119712603
130.31,0.197169165613855
131.424,0.096988641154505
132.539,0.131854873054563
133.653,0.212592555951703
134.768,0.110926097390015
135.882,0.125888538351717
136.997,0.045093693834583
138.112,0.114321256460156
139.226,0.113842621623012
140.341,0.054186333123835
141.455,0.161871040157019
142.57,0.204424689978872
143.684,0.119967446501668
144.799,0.150546103537388
145.913,0.140440260908597
147.028,0.110325136531452
148.143,0.145947570919041
149.257,0.13550351281256
150.372,0.118484442613747
151.486,0.129408599646236
152.601,0.138331597328532
153.715,0.134757710984684
154.83,0.087916554527377
155.944,0.139813455566599
157.059,0.168742888908078
158.174,0.128560753213479
159.288,0.158459295263725
160.403,0.140234925435577
161.517,0.098465989415699
162.632,0.134360432277607
163.746,0.15689622717018
164.861,0.13807579649737
165.975,0.153812715079616
167.09,0.175246338911176
168.204,0.113654708193291
169.319,0.15492029475375
170.434,0.157426984142314
171.548,0.276462803435641
172.663,0.226470251173369
173.777,0.099196817866155
174.892,0.14163335773324
176.006,0.178187073575887
177.121,0.147032038599293
178.235,0.170170870849488
179.35,0.174973199338943
180.465,0.136346292717156
181.579,0.233718950105612
182.694,0.166327441388151
183.808,0.149654751497371
184.923,0.215175674157849
186.037,0.139282361281004
187.152,0.137993017537215
188.266,0.055881711787502
189.381,0.080306539870522
190.496,0.069682480748434
191.61,0.094458192283466
192.725,0.076307392919813
193.839,0.114545108007022
194.954,0.09531490053549
196.068,0.125293875542015
197.183,0.111868346670723
198.297,0.128253554786671
199.412,0.110964986135175
200.527,0.138476214112017
201.641,0.138232316059968
202.756,0.203821241032928
203.87,0.189222576326863
204.985,0.156375660297108
206.099,0.15865565349482
207.214,0.24617729279422
208.328,0.215792136116387
209.443,0.169635052730111
210.557,0.153095032345172
211.672,0.189288559241885
212.787,0.212004222027003
213.901,0.228635598419789
215.016,0.208985902572515
216.13,0.175883796088742
217.245,0.206795738494398
218.359,0.19476350142576
219.474,0.191291101142199
220.588,0.221910858806865
221.703,0.227578563235509
222.818,0.131863278883249
223.932,0.202345375720229
225.047,0.169012447920305
226.161,0.200811876993105
227.276,0.192925455447997
228.39,0.194827451430437
229.505,0.151670629629086
230.619,0.164746813899427
231.734,0.154090847995531
232.849,0.198248292975048
233.963,0.260630493012332
235.078,0.337467793983081
236.192,0.242485581876942
237.307,0.108493186571277
238.421,0.07777123405946
239.536,0.057865370398334
240.65,0.066859571142213
241.765,0.042483808215602
242.879,0.060588798886323
243.994,0.091175364846525
245.109,0.032560118655443
246.223,0.021905436519991
247.338,0.010905215649889
248.452,0.016313940168988
249.567,0.016672727372505
250.681,0.014938111734186
251.796,0.026251153900616
252.91,0.022519288626224
254.025,0.008291208394727
255.14,0.016745935085744
256.254,0.002766395090545
257.369,0.002631393246141
258.483,0.023917824322976
259.598,0.009354067488941
260.712,0.049080218087505
261.827,0.026581611276784
262.941,0.00244072218413
264.056,0.002741364870301
265.171,0.019777686646833
266.285,0.011255208063298
267.4,0.022126699313498
268.514,0.010108582875893
269.629,0.028462570241863
270.743,0.017016707912304
271.858,0.020114483196413
272.972,0.004129752718859
274.087,0.0241153875076
275.201,0.026417842196474
276.316,0.014242671275968
277.431,0.002139677788198
278.545,0.002819152601382
279.66,0.003198170985082
280.774,0.00267163072845
281.889,0.003921268454308
283.003,0.031184557448862
284.118,0.023236793529644
285.232,0.003709111170139
286.347,0.003640492088786
287.462,0.02752947148555
288.576,0.046790129219604
289.691,0.020006689200348
290.805,0.003515735289764
291.92,0.00311238387652
293.034,0.003522383818945
294.149,0.015773092597611
295.263,0.019490023502419
296.378,0.022322351396874
297.493,0.012556034547993
298.607,0.011972046586341
299.722,0.002838623928782
300.836,0.002682331250724
301.951,0.003764809629492
303.065,0.016578004628445
304.18,0.019415418525722
305.294,0.007334256984613
306.409,0.003265339352187
307.524,0.003380982425063
308.638,0.024161780176266
309.753,0.095667870103302
310.867,0.055569162025079
311.982,0.022094824856848
313.096,0.011326932433508
314.211,0.013597572992406
315.325,0.032897629437308
316.44,0.024444649291996
317.554,0.00986393191342
318.669,0.021139323532546
319.784,0.014316124265217
320.898,0.01345273107545
322.013,0.014862545660494
323.127,0.015959191492627
324.242,0.021707376757416
325.356,0.019132627711073
326.471,0.020819712607038
